utt_id,dataset,speaker,accent,cefr,condition,mode,chunk_ms,left_ctx_ms,ref_text,hyp_text,duration_s,wer,cer,n_ref_words,substitutions,deletions,insertions,proc_time_s,rtf,mean_chunk_proc_s,algorithmic_latency_ms
svarah_01681,svarah,,Bengali,,stream_320ms,streaming,320.0,2000.0,"And I love doing capturing leaves and flowers,",and I... but it. doing it. captions. Lee. and the flowers.,7.84,0.75,0.4444444444444444,8,3,0,3,4.1116,0.5244,0.1645,320.0
svarah_01694,svarah,,Urdu,,stream_320ms,streaming,320.0,2000.0,"Hinduism being the major religion, some of the most prominent Hindu festivals here are",Thank you. being... the main religion some of them prominent Hindu films. here. are.,5.133,0.42857142857142855,0.23529411764705882,14,4,1,1,3.0242,0.5892,0.1779,320.0
svarah_01695,svarah,,Urdu,,stream_320ms,streaming,320.0,2000.0,"It instills good manners, the life of a person with his creator, his parents, his wife and children, his relatives, his teachers, etc.",I can still goodness. manner. the life. a... person. with a screen is parents. his wife... and children. children is a little it is is T. etc,17.3,0.7391304347826086,0.3464566929133858,23,11,1,5,12.1095,0.7,0.2202,320.0
svarah_01727,svarah,,Malayalam,,stream_320ms,streaming,320.0,2000.0,traditional schools focus on the curriculum at hand.,Cheers! school for on the character. of the school. half.,3.199,1.0,0.7058823529411765,8,6,0,2,1.5293,0.478,0.1529,320.0
svarah_01733,svarah,,Nepali,,stream_320ms,streaming,320.0,2000.0,"Upgradation of State Data Centres, Leveraging Cloud Services for the Startups, Startup Warehouse,","Um great of state. data. center. leave a comment below. cloud. are for the start -ups. -up warehouse,",8.48,0.8461538461538461,0.3829787234042553,13,6,0,5,4.2581,0.5021,0.1577,320.0
svarah_01757,svarah,,Odia,,stream_320ms,streaming,320.0,2000.0,Recently I visited three historical places which have ruins of Buddhist monasteries and,Thank you very much. visited. her. homes. places. which have ruins. up. Buddhist. monasteries. and,12.389,0.5384615384615384,0.3448275862068966,13,5,0,2,9.1299,0.737,0.2341,320.0
svarah_01776,svarah,,Dogri,,stream_320ms,streaming,320.0,2000.0,The animal then curses her to a similar fate,Thank you. animals then curses the animal. to death. a... similar fate.,3.692,0.6666666666666666,0.5,9,3,0,3,4.9902,1.3518,0.4158,320.0
svarah_01805,svarah,,Bodo,,stream_320ms,streaming,320.0,2000.0,throng and climb the Baukungri peak,Tron and climb the - Balkan Grief.,1.799,0.5,0.2571428571428571,6,3,0,0,1.3572,0.7542,0.2262,320.0
svarah_01817,svarah,,Gujarati,,stream_320ms,streaming,320.0,2000.0,Any discount on Flasks ?,In it is coming on flash,1.49,1.25,0.5,4,3,0,2,0.866,0.5813,0.1732,320.0
svarah_01825,svarah,,Hindi,,stream_320ms,streaming,320.0,2000.0,is because we celebrate the differences instead of you know fine-combing,is biggest. we sell... the different instead of Um... know fun. fine. combing.,8.24,0.4166666666666667,0.3055555555555556,12,4,0,1,4.5612,0.5535,0.1754,320.0
svarah_01855,svarah,,Maithili,,stream_320ms,streaming,320.0,2000.0,so to incorporate dynamic phrasing and interpretation in a professional way,S - to end... that phrasing... interp - in a prof - way.,4.741,0.5454545454545454,0.49333333333333335,11,5,1,0,2.4139,0.5091,0.1609,320.0
svarah_01873,svarah,,Kannada,,stream_320ms,streaming,320.0,2000.0,Dance is a universal language that can be used to tell stories and share ideas.,Thank you. a... universe. act. that can be. used. to tell. stories. and share. ideas.,5.327,0.26666666666666666,0.20512820512820512,15,4,0,0,2.7413,0.5146,0.1613,320.0
svarah_01891,svarah,,Gujarati,,stream_320ms,streaming,320.0,2000.0,humorous elements in it make me revisit this book over and over again.,You elements. in it. may. me. the... the book. over. over. again.,7.226,0.38461538461538464,0.30434782608695654,13,4,1,0,5.816,0.8048,0.2529,320.0
svarah_01951,svarah,,Odia,,stream_320ms,streaming,320.0,2000.0,from a particular from favorite book.,"Thank you so much for watching, and I'll see you next time. Bye! very much. Thank you. thing. thebrite. board.",3.84,3.3333333333333335,2.2777777777777777,6,6,0,14,3.0683,0.799,0.2557,320.0
svarah_01962,svarah,,Bengali,,stream_320ms,streaming,320.0,2000.0,AICTE in the academic year 2018 - 2019,E .I. C T in the academy. year. 2021. to 2018.,5.074,1.1428571428571428,0.3333333333333333,7,2,1,5,2.4613,0.4851,0.1538,320.0
svarah_01963,svarah,,Kannada,,stream_320ms,streaming,320.0,2000.0,kingdom was weakened and the district came under the rule of Vijayanagara Empire,Thanks for watching! was weak. and the district. came. under the. rule of which. an agr - Empire.,5.86,0.5384615384615384,0.35,13,3,0,4,2.9877,0.5098,0.1572,320.0
svarah_01966,svarah,,Bodo,,stream_320ms,streaming,320.0,2000.0,"Sikna Jehelau, a freedom fighter, fought against the British by hiding in a forest,",Thank you. very much. Well... I pray don't patter. fought against the British. by high in a portrait.,9.115,0.7857142857142857,0.5,14,7,0,4,7.4707,0.8196,0.2576,320.0
svarah_01973,svarah,,Tamil,,stream_320ms,streaming,320.0,2000.0,Can you tell me whether the UPI transaction to Wahida is successful?,can you tell us me? whether the... transactors... to Vahidhar. is succeeded.,4.848,0.4166666666666667,0.26865671641791045,12,3,1,1,2.655,0.5476,0.1659,320.0
svarah_01987,svarah,,Punjabi,,stream_320ms,streaming,320.0,2000.0,"It shifted the base from classroom learning to technology-enabled online learning along with a host of other changes like changes in examination pattern, vaccine distribution, school code closures, etc.","It should - the base room. glass to glass. learning to technology. enables on learning. along with a post of others. changes. like change in exam. pattern. vaccine distribution. school. code, closed. it's a",14.457,0.4666666666666667,0.1919191919191919,30,11,0,3,7.9739,0.5515,0.1733,320.0
svarah_02001,svarah,,Odia,,stream_320ms,streaming,320.0,2000.0,"doing nothing, getting idle and staying at home.",Well... nothing getting idle. and stay. at home. home.,4.423,0.375,0.2608695652173913,8,2,0,1,2.0827,0.4709,0.1488,320.0
svarah_02004,svarah,,Telugu,,stream_320ms,streaming,320.0,2000.0,Are there any Paid vaccination centres which provide Booster Dose of COVISHIELD,Odd. there any paid vaccinations? centers? which... provide the... ozone. of Covishield.,5.061,0.4166666666666667,0.189873417721519,12,5,0,0,2.6468,0.523,0.1654,320.0
svarah_02044,svarah,,Bengali,,stream_320ms,streaming,320.0,2000.0,women and minorities.,We... min... minorities.,2.436,0.6666666666666666,0.3,3,2,0,0,1.5335,0.6294,0.1917,320.0
svarah_02064,svarah,,Bengali,,stream_320ms,streaming,320.0,2000.0,I want to know the balance in my Odisha Gramya Bank account.,Bye. want to know. the... . in. life. Brahmo. .,5.887,0.5833333333333334,0.5932203389830508,12,3,4,0,3.1688,0.5383,0.1668,320.0
svarah_02065,svarah,,Nepali,,stream_320ms,streaming,320.0,2000.0,"dhania and all that, we just cook it in a simple manner",Danny and... all that. we just cook it in this simple manner,4.025,0.16666666666666666,0.12962962962962962,12,2,0,0,2.9938,0.7437,0.2303,320.0
svarah_02075,svarah,,Assamese,,stream_320ms,streaming,320.0,2000.0,"24 February 1996, 19 January 2000, 17 January 1994, 2 February 2006, 23 March 1995.","10. Fabri 1990. 1996 19th January. 2019 ,000. 17 January, 19... 24 to febri - 2000. 2013, 2006, 2006, marks 19, 2019",15.929,1.0666666666666667,0.5128205128205128,15,10,0,6,11.1607,0.7007,0.2232,320.0
svarah_02080,svarah,,Dogri,,stream_320ms,streaming,320.0,2000.0,"can't accommodate more than people. Overall, my state needs more improvement on health care facilities.",Thank you. they call accommodate more than. people. overall my state needs more improvement. on health. care. facility.,9.479,0.3333333333333333,0.19,15,2,0,3,4.7956,0.5059,0.1598,320.0
svarah_02083,svarah,,Hindi,,stream_320ms,streaming,320.0,2000.0,"Each composition is set with specific notes and beats, but performers improvise extensively.",Eat. composition is set to specific and notes. beats. but for im... extensively.,4.853,0.46153846153846156,0.3,13,4,1,1,2.8765,0.5928,0.1798,320.0
svarah_02087,svarah,,Gujarati,,stream_320ms,streaming,320.0,2000.0,please add event in calendar,Please. add if. in cal...,1.98,0.4,0.35714285714285715,5,2,0,0,8.4441,4.2646,1.2063,320.0
svarah_02124,svarah,,Konkani,,stream_320ms,streaming,320.0,2000.0,"Clara, Clarina, Victor, Cheryl, Cain.",You Clara now. Victor Cheryl. K.,5.72,0.6,0.40625,5,2,0,1,2.9478,0.5153,0.1638,320.0
svarah_02142,svarah,,Maithili,,stream_320ms,streaming,320.0,2000.0,"And in the September we celebrate Durga Puja and then Chhath, Diwali.","I in the September, we will start with the second part of the session. this. celebrate. Durgaap. and then Chah. the",7.08,1.25,1.0,12,4,1,10,3.7992,0.5366,0.1652,320.0
svarah_02166,svarah,,Sindhi,,stream_320ms,streaming,320.0,2000.0,"Lakshmi Vilas Palace, residence of Vadodara's royal family.",Thank you. Villas Bye! is... of Ottawa. draw family.,5.145,0.875,0.5789473684210527,8,6,0,1,4.3357,0.8427,0.255,320.0
svarah_02210,svarah,,Kannada,,stream_320ms,streaming,320.0,2000.0,Everyone loved culture and cultural heritage above everything else.,And LOUD cults. and culture. heritage. above. every else.,4.247,0.5555555555555556,0.2878787878787879,9,5,0,0,2.1472,0.5056,0.1534,320.0
svarah_02221,svarah,,Konkani,,stream_320ms,streaming,320.0,2000.0,Breast cancers can be classified by different schemata.,Thank you very much. can. can be classified. by the... scales.,3.254,0.875,0.6296296296296297,8,4,0,3,2.1072,0.6477,0.1916,320.0
svarah_02223,svarah,,Kashmiri,,stream_320ms,streaming,320.0,2000.0,What to consider before investing in Employee Provident Fund Savings Scheme?,What? to co - before. in in a... provi - funds. fund scheme.,5.253,0.5454545454545454,0.41333333333333333,11,4,1,1,2.6935,0.5128,0.1584,320.0
svarah_02245,svarah,,Bodo,,stream_320ms,streaming,320.0,2000.0,"And the stones used for grinding can still be found in the forest of a place named the Nabhander,",Thank you. And this turns is useful. to have grind can be used. still be found. in deep. portal. of classes. name the nub and,8.885,0.9473684210526315,0.5729166666666666,19,12,0,6,5.6496,0.6359,0.2018,320.0
svarah_02259,svarah,,Bengali,,stream_320ms,streaming,320.0,2000.0,show me all Breads items,Show me. all bread. I -,1.744,0.4,0.20833333333333334,5,2,0,0,0.9593,0.55,0.1599,320.0
svarah_02265,svarah,,Kannada,,stream_320ms,streaming,320.0,2000.0,My PRAN number is 4819122239,"My be a ANO is for a 1 9 1 2 by 4. three, nine.",6.544,2.6,1.2142857142857142,5,3,0,10,6.9106,1.056,0.3291,320.0
svarah_02281,svarah,,Sindhi,,stream_320ms,streaming,320.0,2000.0,the world communication language,The word. communication. language.,2.486,0.25,0.03125,4,1,0,0,1.6529,0.665,0.2066,320.0
svarah_02316,svarah,,Assamese,,stream_320ms,streaming,320.0,2000.0,"And I listen to my body. I am mindful of my body and I don't push myself too hard. If something hurts, I stop doing it and find a modification or alternative","and I... to it. to my... body. I am mindful. of my body. and I don't push myself. to hard. to keep something hurts, I stop. doing it. and find it. a mo - or all that.",9.526,0.28125,0.2077922077922078,32,5,0,4,5.7615,0.6048,0.192,320.0
svarah_02330,svarah,,Konkani,,stream_320ms,streaming,320.0,2000.0,People in Vietnam are very friendly,beep in Vietnam. our very friend,4.333,0.5,0.2571428571428571,6,3,0,0,4.409,1.0176,0.3149,320.0
svarah_02363,svarah,,Konkani,,stream_320ms,streaming,320.0,2000.0,show me all Utensils.,She - me all you...,2.551,0.5,0.5,4,2,0,0,1.1917,0.4671,0.149,320.0
svarah_02367,svarah,,Kannada,,stream_320ms,streaming,320.0,2000.0,Is the notifications for chat messages.,is the node. for sure. chat message.,2.573,0.5,0.3684210526315789,6,2,0,1,1.5341,0.5962,0.1705,320.0
svarah_02389,svarah,,Bodo,,stream_320ms,streaming,320.0,2000.0,"And there are elephant safari, jeep safari,",And there are. elephants. suffering. gypsies.,4.233,0.5714285714285714,0.36585365853658536,7,3,1,0,2.7898,0.659,0.1993,320.0
svarah_02414,svarah,,Kannada,,stream_320ms,streaming,320.0,2000.0,Please transfer Rs 20000 to my Citrus wallet.,Please. try. to... the rupees. to my cetera vat,3.751,0.75,0.5227272727272727,8,5,0,1,1.9599,0.5225,0.1633,320.0
svarah_02417,svarah,,Urdu,,stream_320ms,streaming,320.0,2000.0,Bhartanatyam also enjoys wide patronage in Karnataka.,button. see you in the next video. also enjoyable. what pattern isn't Karnataka?,6.08,1.5714285714285714,0.8461538461538461,7,5,0,6,3.9753,0.6538,0.2092,320.0
svarah_02434,svarah,,Bodo,,stream_320ms,streaming,320.0,2000.0,that run from one bank to the other,Dead. run. from one bank to another. the other.,2.45,0.25,0.3142857142857143,8,1,0,1,1.212,0.4947,0.1515,320.0
svarah_02435,svarah,,Nepali,,stream_320ms,streaming,320.0,2000.0,"hand woven outfits are more premium, takes more time and pays attention to detail.",Okay. to open out. are more... text mode time. and pay attention to it. it. is. to the -dee -doo,9.005,1.0714285714285714,0.575,14,7,1,7,5.8814,0.6531,0.2028,320.0
svarah_02507,svarah,,Hindi,,stream_320ms,streaming,320.0,2000.0,filled with humor and told in a satirical manner,See you. you vid human and earth. in a satire. manner.,3.943,0.7777777777777778,0.5208333333333334,9,5,0,2,5.5392,1.4049,0.4261,320.0
svarah_02512,svarah,,Tamil,,stream_320ms,streaming,320.0,2000.0,"in terms of food, in terms of",in the of food. in terms of of,2.316,0.2857142857142857,0.25,7,1,0,1,1.2654,0.5464,0.1582,320.0
svarah_02515,svarah,,Kannada,,stream_320ms,streaming,320.0,2000.0,"One day, Shamanatai, her name is Yashoda",Oh. one day! a sham yi... name is a show,3.979,0.8571428571428571,0.47368421052631576,7,3,0,3,3.8655,0.9714,0.2973,320.0
svarah_02528,svarah,,Kannada,,stream_320ms,streaming,320.0,2000.0,tribal and indigenous crafts like tribal jewellery and so on,Bye. and Indi SoC. like tribal jewel and... so on.,5.6,0.4,0.3333333333333333,10,4,0,0,3.1254,0.5581,0.1736,320.0
svarah_02540,svarah,,Malayalam,,stream_320ms,streaming,320.0,2000.0,is there a canoe shop around here only?,is that a kennel? shou - around here? here? only?,2.678,0.5,0.34210526315789475,8,3,0,1,1.4707,0.5492,0.1634,320.0
svarah_02585,svarah,,Kannada,,stream_320ms,streaming,320.0,2000.0,He recalls his childhood days,Bye. he re - his childhood. days.,2.58,0.4,0.27586206896551724,5,1,0,1,1.3582,0.5265,0.1509,320.0
svarah_02602,svarah,,Konkani,,stream_320ms,streaming,320.0,2000.0,"Vietnam got its place in international tourist map recently. During the COVID, Vietnam was badly hit due to its dependency on tourism. Due to COVID, the tourism industry was not functional and hence the country suffered a lot financially.","Vietnam got it. is place in internet. tourism. map. recent During the COVID -19 pandemic, COVID -19 has been reported to the U .S. Department of Health -19 pandemic. pandemic, Vietnam also bad. hit. due to its dependence on today's to COVID. due to reasons in the US. was not fair. and hence the country. so. a lot. when I was a child.",27.264,1.0,0.6952789699570815,39,13,1,25,19.4433,0.7132,0.2261,320.0
svarah_02625,svarah,,Dogri,,stream_320ms,streaming,320.0,2000.0,Login to Co-WIN portal using phone number 94072137176 4061 and OTP,"thaw into COVID - Port using mobile phone number. 9. 213 3 7 1 7 6, 4, 0 6 and Otis.",9.429,1.4166666666666667,0.48484848484848486,12,9,0,8,6.3578,0.6743,0.2119,320.0
svarah_02629,svarah,,Kannada,,stream_320ms,streaming,320.0,2000.0,The New Indian Express. These are the,Then new India. next week. these are the,2.633,0.5714285714285714,0.2222222222222222,7,3,0,1,1.3381,0.5082,0.1487,320.0
svarah_02643,svarah,,Kannada,,stream_320ms,streaming,320.0,2000.0,"I have read many books written by Kannada writers, but in English far, far less.","I held it many books. written by Karnada Arunacharya. right, guys. but in. English. for far less.",11.282,0.4666666666666667,0.35064935064935066,15,5,0,2,6.0327,0.5347,0.1676,320.0
svarah_02654,svarah,,Telugu,,stream_320ms,streaming,320.0,2000.0,please speak loud,Please. speak. loud.,2.121,0.0,0.0,3,0,0,0,1.3904,0.6554,0.1986,320.0
svarah_02673,svarah,,Nepali,,stream_320ms,streaming,320.0,2000.0,"every community wears their traditional uniform and they gather in one place and celebrate Phulpati Shobha Yatra, shows different cultural and traditional dance and art forms and","Thank you. coming where there. to uniform and the get you know, one piece. and say full time. Shobha. yatra. show. different cultures. and cultural differences. traditions. di - and you. for and",18.25,0.8148148148148148,0.480225988700565,27,17,0,5,13.6585,0.7484,0.2355,320.0
svarah_02726,svarah,,Odia,,stream_320ms,streaming,320.0,2000.0,"Show my APY pension amount, my PRAN number is 554985533897",Shh. my ap - - pension - am - my p r a and number is 55. four 9 8 5 5 3 3 8 9 7,9.804,1.8,0.45614035087719296,10,5,0,13,4.9409,0.504,0.1594,320.0
svarah_02748,svarah,,Telugu,,stream_320ms,streaming,320.0,2000.0,Illegal immigration to India has continued but is now mostly economic and is not limited to Hindus alone.,the image to India has continued. but is now most economical. and is limited to the to himself. alone.,8.869,0.4444444444444444,0.3269230769230769,18,5,1,2,5.2668,0.5938,0.1881,320.0
svarah_02756,svarah,,Maithili,,stream_320ms,streaming,320.0,2000.0,The art and craft of my state,That's Atencra - of my st - -,2.135,0.7142857142857143,0.4482758620689655,7,3,2,0,1.5706,0.7356,0.2244,320.0
svarah_02768,svarah,,Malayalam,,stream_320ms,streaming,320.0,2000.0,31 January 2020,The First Gen January 20th,7.209,1.3333333333333333,1.0,3,2,0,2,3.8905,0.5397,0.1691,320.0
svarah_02773,svarah,,Tamil,,stream_320ms,streaming,320.0,2000.0,Give me a list of the contacts I sent money to last week,Do you? a lus - contacts. I s - money to. to Las Vegas. week.,3.816,0.6923076923076923,0.5,13,5,2,2,1.9174,0.5025,0.1598,320.0
svarah_00021,svarah,,Hindi,,stream_640ms,streaming,640.0,2000.0,it is something which gives you warmth and the flavours are very different from the kind of food we as North Indians eat.,Mm. is something which gives you warmth. and the flavors. of very different. from the. kind of food we... North Indians. eat.,13.541,0.17391304347826086,0.075,23,3,1,0,3.4965,0.2582,0.1589,640.0
svarah_00024,svarah,,Punjabi,,stream_640ms,streaming,640.0,2000.0,"on each and every subject and he definitely deals with, handles all the good part of the happenings around the world.",on each and every subject. and he. depth. . with handles. all the. good. part. of. the . around the world.,12.181,0.14285714285714285,0.20869565217391303,21,1,2,0,3.7963,0.3117,0.1898,640.0
svarah_00037,svarah,,Kannada,,stream_640ms,streaming,640.0,2000.0,our local traditions and beliefs by giving an opportunity,or look. tradition. and beliefs. by giving an opportunity.,3.909,0.3333333333333333,0.08771929824561403,9,3,0,0,1.0793,0.2761,0.1542,640.0
svarah_00038,svarah,,Nepali,,stream_640ms,streaming,640.0,2000.0,Are there any vaccination centres available in South Goa district for age group 18+ years,all day any b - in Doseb? inside? Goa. district for age group age plus. years.,7.096,0.6,0.5,15,7,1,1,2.2276,0.3139,0.1856,640.0
svarah_00053,svarah,,Gujarati,,stream_640ms,streaming,640.0,2000.0,"The radiation, the chemotherapy, everything, every every option for cancer treatment is available over here and it is largely used not only by the people of Gujarat but also by the nearby states.",The radiation the... the chemothenylation. everything. every every. watching. treatment. is available. over and it's it. largely used not only by the... people. of Gujarat but also by... the nearby states.,14.365,0.24242424242424243,0.17801047120418848,33,4,3,1,5.993,0.4172,0.2606,640.0
svarah_00081,svarah,,Marathi,,stream_640ms,streaming,640.0,2000.0,The major challenge faced by students in Maharashtra,The major. challenge. face -by -face. in Maasai.,3.224,0.375,0.28846153846153844,8,3,0,0,1.2034,0.3732,0.2006,640.0
svarah_00082,svarah,,Gujarati,,stream_640ms,streaming,640.0,2000.0,Can you speak the five dates that you remember?,Can you s - the f - dates that you remember?,3.647,0.2222222222222222,0.15217391304347827,9,2,0,0,1.2401,0.34,0.2067,640.0
svarah_00088,svarah,,Hindi,,stream_640ms,streaming,640.0,2000.0,Can I avail any extra discount offers on Cereals this year?,can have any ex - discounts? offers? on sales. this year.,3.91,0.45454545454545453,0.2413793103448276,11,4,1,0,1.5696,0.4014,0.2242,640.0
svarah_00089,svarah,,Gujarati,,stream_640ms,streaming,640.0,2000.0,main medium of communication has been Gujarati,mean Medium. of communication. has been Gushrati,4.068,0.2857142857142857,0.08695652173913043,7,2,0,0,1.1164,0.2745,0.1595,640.0
svarah_00106,svarah,,Gujarati,,stream_640ms,streaming,640.0,2000.0,this incident was the third major attack this week.,this incident was the third major attack. this week.,2.371,0.0,0.0,9,0,0,0,0.6336,0.2672,0.1584,640.0
svarah_00168,svarah,,Konkani,,stream_640ms,streaming,640.0,2000.0,The brand of Ambipur Car Freshener Gel I recieved is not correct,the brain. of MVP. car freshener jet iris. is not correct.,4.373,0.4166666666666667,0.25,12,4,1,0,1.1342,0.2593,0.162,640.0
svarah_00169,svarah,,Gujarati,,stream_640ms,streaming,640.0,2000.0,There was a movie called What's your Raashee which was based on that book.,"Thank you. was a movie called... What's a... Rashi? which was, which is a movie called, what is a Rashi, which was based on that book.",5.405,1.0714285714285714,0.7945205479452054,14,3,0,12,1.5828,0.2929,0.1759,640.0
svarah_00180,svarah,,Maithili,,stream_640ms,streaming,640.0,2000.0,gajar halwa I did not know anything about it so I started watching videos on YouTube and then I,God. Halwa I did not know anything it. so So I started watching videos on YouTube and then I,9.032,0.15789473684210525,0.10526315789473684,19,3,0,0,2.664,0.2949,0.1776,640.0
svarah_00191,svarah,,Malayalam,,stream_640ms,streaming,640.0,2000.0,"Christmas is observed with great merriment by Christians of various denominations, including Catholics and Protestants, throughout Assam.",Christmas is obsolete. with Great Mary. by Christians of various di - including Catholics and Protestants. throughout Assam.,9.384,0.17647058823529413,0.17164179104477612,17,3,0,0,2.6359,0.2809,0.1757,640.0
svarah_00230,svarah,,Assamese,,stream_640ms,streaming,640.0,2000.0,How has the English language influenced your culture and identity?,How is it doing? this language? influenced? your culture? and identity.,4.92,0.4,0.16923076923076924,10,3,0,1,1.6262,0.3305,0.2033,640.0
svarah_00251,svarah,,Nepali,,stream_640ms,streaming,640.0,2000.0,what's the weather forecast for today,What the - video for the next video. for today?,2.799,1.0,0.5675675675675675,6,3,0,3,0.7903,0.2824,0.1581,640.0
svarah_00257,svarah,,Maithili,,stream_640ms,streaming,640.0,2000.0,Can you track the application status on National Scholarship portal for my mobile number 96131179914,"Can you drag? the applications? status on now? Scholar? Portal. for my number. number. 9. 6 1 3 1 1 seven nine nine, one. -4",9.255,1.0666666666666667,0.46,15,6,0,10,2.4685,0.2667,0.1646,640.0
svarah_00265,svarah,,Sindhi,,stream_640ms,streaming,640.0,2000.0,in yoga helps to stabilize our body,in yoga helps to stay our body,4.869,0.14285714285714285,0.17142857142857143,7,1,0,0,1.209,0.2483,0.1511,640.0
svarah_00322,svarah,,Marathi,,stream_640ms,streaming,640.0,2000.0,The dialects,But that,1.662,1.0,0.75,2,2,0,0,0.4358,0.2621,0.1453,640.0
svarah_00340,svarah,,Urdu,,stream_640ms,streaming,640.0,2000.0,orderly development and progress,Order. developed and Progress,2.68,0.5,0.15625,4,2,0,0,1.0911,0.4071,0.2182,640.0
svarah_00397,svarah,,Tamil,,stream_640ms,streaming,640.0,2000.0,to underprivileged and marginalized communities,to under and marginalized. communities.,3.25,0.2,0.2127659574468085,5,1,0,0,1.2963,0.3989,0.2161,640.0
svarah_00398,svarah,,Bodo,,stream_640ms,streaming,640.0,2000.0,Though it was celebrated by the Bodos in a traditional way,Do it was celebrated by the... borders in the United States. traditional way.,4.532,0.45454545454545453,0.41379310344827586,11,3,0,2,1.2852,0.2836,0.1607,640.0
svarah_00406,svarah,,Hindi,,stream_640ms,streaming,640.0,2000.0,My favorite quote is from a classic play named A Woman of No Importance by Oscar Wilde.,My favorite. quote. is from a... classic play. named a woman of no Importance. by Oscar Wilde.,6.88,0.0,0.0,17,0,0,0,1.8075,0.2627,0.1643,640.0
svarah_00413,svarah,,Nepali,,stream_640ms,streaming,640.0,2000.0,I feel this is the best way to preserve the nature in urban areas.,I feel this is the best way to preserve the nature in the future. urban areas.,4.304,0.14285714285714285,0.16923076923076924,14,0,0,2,1.4412,0.3348,0.2059,640.0
svarah_00434,svarah,,Malayalam,,stream_640ms,streaming,640.0,2000.0,"So here we are a state that boasts of 100% literacy, which means that all our citizens,",to hear. we are. a state that. was of. 100 % literacy. which means that all are situated.,7.56,0.29411764705882354,0.19047619047619047,17,5,0,0,2.1943,0.2903,0.1829,640.0
svarah_00461,svarah,,Kannada,,stream_640ms,streaming,640.0,2000.0,It got stick it just went on sticking and tearing,got. . it just. on. sticking. and there.,4.159,0.4,0.3877551020408163,10,1,3,0,1.1515,0.2769,0.1645,640.0
svarah_00487,svarah,,Odia,,stream_640ms,streaming,640.0,2000.0,"Simon Commission, was a group of seven Members of Parliament under the chairmanship of Sir John Simon.",known as Simon Com... was a group... seven men. of... under the chair. of the Parliament. out I am Man.,8.45,0.7647058823529411,0.58,17,6,2,5,2.9547,0.3497,0.211,640.0
svarah_00514,svarah,,Dogri,,stream_640ms,streaming,640.0,2000.0,And it's highly impacted our business.,and it's all. impacted over. business.,2.347,0.3333333333333333,0.1891891891891892,6,2,0,0,0.6335,0.2699,0.1584,640.0
svarah_00515,svarah,,Odia,,stream_640ms,streaming,640.0,2000.0,The role of the members of the legislative assembly,and the rule of the... of the legislature. Assembly.,3.34,0.4444444444444444,0.29411764705882354,9,2,1,1,0.9471,0.2836,0.1578,640.0
svarah_00541,svarah,,Gujarati,,stream_640ms,streaming,640.0,2000.0,handle codes of conduct and there is one to investigate into Corruption into selections and one is I think,And I'll. go to the conduct. and then is one to. investigate into correct engine into. selection and one is I think,9.756,0.47368421052631576,0.2169811320754717,19,6,0,3,3.5114,0.3599,0.2195,640.0
svarah_00544,svarah,,Gujarati,,stream_640ms,streaming,640.0,2000.0,and the social is like disconnect between upper class and lower class,in the source. is like disconnect between. operator and lower class.,4.954,0.3333333333333333,0.2028985507246377,12,3,1,0,1.6513,0.3334,0.2064,640.0
svarah_00601,svarah,,Konkani,,stream_640ms,streaming,640.0,2000.0,Why did it take 8 hours to deliver my order when I was told that it would be delivered in 7 minutes,Why did it take? it out? to deliver? my o - when i was told that it would be delivered. in 7 minutes.,7.523,0.13636363636363635,0.09090909090909091,22,3,0,0,2.1372,0.2841,0.1781,640.0
svarah_00605,svarah,,Urdu,,stream_640ms,streaming,640.0,2000.0,"Show my APY pension amount,",Show my AP by... pension amount.,2.439,0.4,0.07692307692307693,5,1,0,1,0.9742,0.3994,0.2435,640.0
svarah_00606,svarah,,Dogri,,stream_640ms,streaming,640.0,2000.0,"Yes, I had","Yes, I... I had.",1.185,0.3333333333333333,0.2222222222222222,3,0,0,1,0.3113,0.2628,0.1557,640.0
svarah_00688,svarah,,Bodo,,stream_640ms,streaming,640.0,2000.0,those places,those places.,1.2,0.0,0.0,2,0,0,0,0.2687,0.2239,0.1343,640.0
svarah_00690,svarah,,Bengali,,stream_640ms,streaming,640.0,2000.0,Please show me the reciept of my Credit Card bill.,Please. show me. the receipt. of my credit card. bill.,3.862,0.1,0.04081632653061224,10,1,0,0,1.1045,0.286,0.1578,640.0
svarah_00697,svarah,,Punjabi,,stream_640ms,streaming,640.0,2000.0,"Yelaneeru Ghat in Kudremukh in Chikkamagaluru district of Karnataka, India",YELLOW niru ghat in kudram in... -Luru district. of Karnataka. India.,5.998,0.4,0.273972602739726,10,3,0,1,1.757,0.2929,0.1757,640.0
svarah_00720,svarah,,Assamese,,stream_640ms,streaming,640.0,2000.0,My passion for riding bikes existed probably since I saw my grandfather's old RX100 Then came the movie Dhoom and I was probably 12 years old by then,my patience for writing bikes probably since I s - saw my grandfather. old RX -100. you know. came the movie. Two Men. I was probably 12 years old by then,10.538,0.39285714285714285,0.2214765100671141,28,7,1,3,3.2024,0.3039,0.1884,640.0
svarah_00721,svarah,,Nepali,,stream_640ms,streaming,640.0,2000.0,Are thers any nearby vaccination center,are your any nearby vaccinations? center?,2.466,0.3333333333333333,0.1282051282051282,6,2,0,0,0.6118,0.2481,0.1529,640.0
