utt_id,dataset,condition,op,ref_word,hyp_word,ref_context,ref_sentence,hyp_sentence,approx_time_s,speaker,accent,why_category,annotator_notes,pattern_freq,coincides_mispronunciation,nearest_mispron,nearest_mispron_dist_s,phoneme_classification
l2arctic_HQTV_arctic_a0051,l2arctic,offline,substitute,lace,legs,the [lace] was of a,The lace was of a delicate ivory color faintly tinted with yellow,"The legs will offer a delicate ivory color, friendly tiny with yellow",0.22,HQTV,Vietnamese,,,1,True,DH>D(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0065,l2arctic,offline,substitute,like,little,his fingers were [like] cords of steel,They closed now until his fingers were like cords of steel,Stay close now until his fingers were little cord of steel.,3.02,BWC,Mandarin,,,1,True,AY1>IY(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0010,l2arctic,offline,substitute,losing,lost,looks like a [losing] game,I'm playing a single hand in what looks like a losing game,and playing a single hand in what looks like a lost game.,2.78,BWC,Mandarin,,,1,False,UW1>AO(s),0.29,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0010,l2arctic,offline,substitute,losing,loosening,looks like a [losing] game,I'm playing a single hand in what looks like a losing game,I'm playing a single hand in what looks like a loosening game.,3.12,HQTV,Vietnamese,,,1,True,K>sil(d),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0022,l2arctic,offline,substitute,met,made,before we were [met] by powerful opposition,Hardly were our plans made public before we were met by powerful opposition,Hardly were our plans made public before we were made by powerful opposition.,4.58,BWC,Mandarin,,,1,False,EH1>IY(s),0.18,asr_error_on_correct_speech
l2arctic_ABA_arctic_a0032,l2arctic,offline,substitute,mysterious,maestre,since then some [mysterious] force has been,Since then some mysterious force has been fighting us at every step,"Since then, some Maestre force has been fighting us at every step.",1.84,ABA,Arabic,,,1,False,IH0>AY(s),0.62,asr_error_on_correct_speech
l2arctic_EBVS_arctic_a0011,l2arctic,offline,substitute,need,needed,my life i [need] one now,If I ever needed a fighter in my life I need one now,"If I ever needed a fighter in my life, I needed one now.",3.54,EBVS,Spanish,,,1,False,sil>AX(a),0.19,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0071,l2arctic,offline,substitute,object,objects,what was the [object] of your little,What was the object of your little sensation,What were the objects of your little sensation?,0.74,HQTV,Vietnamese,,,1,True,Z>sil(d),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0051,l2arctic,offline,substitute,of,offer,the lace was [of] a delicate ivory,The lace was of a delicate ivory color faintly tinted with yellow,"The legs will offer a delicate ivory color, friendly tiny with yellow",0.68,HQTV,Vietnamese,,,1,True,AO1>AH0(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0006,l2arctic,offline,substitute,on,and,hope i'll go [on] seeing them forever,God bless 'em I hope I'll go on seeing them forever,God bless them. I hope I go and see them forever.,2.18,HQTV,Vietnamese,,,1,True,AA1>AH0(s),0.0,coincides_mispronunciation
l2arctic_ABA_arctic_a0023,l2arctic,offline,substitute,organized,organised,canadian capital quickly [organized] and petitioned for,A combination of Canadian capital quickly organized and petitioned for the same privileges,a combination of Canadian capital quickly organised and petitioned for the same privileges.,2.54,ABA,Arabic,,,1,False,R>R*(s),0.54,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0062,l2arctic,offline,substitute,other's,other,stared into each [other's] face,The men stared into each other's face,The men stay into each other phase.,1.32,HQTV,Vietnamese,,,1,True,AH1>AA*(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0064,l2arctic,offline,substitute,passed,pass,and fifth days [passed] without any developments,The fourth and fifth days passed without any developments,The fourth and fifth days pass without any developments.,1.76,HQTV,Vietnamese,,,1,False,TH>T(s),0.48,asr_error_on_correct_speech
l2arctic_BWC_arctic_a0042,l2arctic,offline,substitute,possession,perception,he explain his [possession] of the sketch,How could he explain his possession of the sketch,How would she explain his perception of the sketch?,1.84,BWC,Mandarin,,,1,True,Z>S(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0025,l2arctic,offline,substitute,prevailed,previewed,when cooler judgment [prevailed],I was about to do this when cooler judgment prevailed,I was about to do this one cooler document previewed.,3.02,BWC,Mandarin,,,1,True,JH>G(s),0.0,coincides_mispronunciation
l2arctic_EBVS_arctic_a0025,l2arctic,offline,substitute,prevailed,provide,when cooler judgment [prevailed],I was about to do this when cooler judgment prevailed,I was about to do this when the courier judgments provide.,3.86,EBVS,Spanish,,,1,True,JH>err(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0025,l2arctic,offline,substitute,prevailed,reviled,when cooler judgment [prevailed],I was about to do this when cooler judgment prevailed,I was about to do this when the cool adjustment reviled,2.72,HQTV,Vietnamese,,,1,True,JH>S(s),0.0,coincides_mispronunciation
l2arctic_ABA_arctic_a0073,l2arctic,offline,substitute,promoter's,meter's,the [promoter's] eyes were heavy,The promoter's eyes were heavy with little puffy bags under them,The brew meter's eyes were heavy with little puffy pugs under them.,0.56,ABA,Arabic,,,1,True,R>R*(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0073,l2arctic,offline,substitute,promoter's,palmetto's,the [promoter's] eyes were heavy,The promoter's eyes were heavy with little puffy bags under them,The palmetto's eyes were heavy with little puffed backs under them.,0.26,BWC,Mandarin,,,1,False,DH>D(s),0.16,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0073,l2arctic,offline,substitute,promoter's,promoter,the [promoter's] eyes were heavy,The promoter's eyes were heavy with little puffy bags under them,The promoter eyes were heavy with little puffy bass under them.,0.24,HQTV,Vietnamese,,,1,True,DH>D(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0019,l2arctic,offline,substitute,proposed,proper,line of the [proposed] railroad looking for,I followed the line of the proposed railroad looking for chances,I followed the line of the proper railroad looking for chance.,2.28,BWC,Mandarin,,,1,False,DH>D(s),0.19,asr_error_on_correct_speech
l2arctic_BWC_arctic_a0073,l2arctic,offline,substitute,puffy,puffed,heavy with little [puffy] bags under them,The promoter's eyes were heavy with little puffy bags under them,The palmetto's eyes were heavy with little puffed backs under them.,3.7,BWC,Mandarin,,,1,False,IY0>sil(d),0.7,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0023,l2arctic,offline,substitute,quickly,weekly,of canadian capital [quickly] organized and petitioned,A combination of Canadian capital quickly organized and petitioned for the same privileges,"a combination of Canadians, capital weekly, organized and petitioned for the same privilege.",2.78,HQTV,Vietnamese,,,1,True,IH0>IY0(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0045,l2arctic,offline,substitute,quietly,quickly,moved away as [quietly] as he had,He moved away as quietly as he had come,He moved away as quickly as he had come.,1.12,BWC,Mandarin,,,1,True,Z>S(s),0.0,coincides_mispronunciation
l2arctic_EBVS_arctic_a0021,l2arctic,offline,substitute,recognizing,recognize,clubbed me into [recognizing] it,It fairly clubbed me into recognizing it,It's fairly clubbed me to recognize it.,1.62,EBVS,Spanish,,,1,False,G>sil(d),0.237,asr_error_on_correct_speech
l2arctic_BWC_arctic_a0037,l2arctic,offline,substitute,remained,reminded,only one who [remained] sitting,I was the only one who remained sitting,I was the only one who reminded sitting.,1.78,BWC,Mandarin,,,1,False,EY1>AY(s),0.34,asr_error_on_correct_speech
l2arctic_EBVS_arctic_a0037,l2arctic,offline,substitute,remained,of,only one who [remained] sitting,I was the only one who remained sitting,I was the only one who reminded me of sitting.,3.18,EBVS,Spanish,,,1,False,D>sil(d),0.76,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0006,l2arctic,offline,substitute,seeing,see,i'll go on [seeing] them forever,God bless 'em I hope I'll go on seeing them forever,God bless them. I hope I go and see them forever.,2.36,HQTV,Vietnamese,,,1,True,AA1>AH0(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0040,l2arctic,offline,substitute,she,she's,you wonder why [she] is coming up,I suppose you wonder why she is coming up here,I suppose you wonder why she's coming up here.,1.8,BWC,Mandarin,,,1,False,Z>S(s),0.36,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0067,l2arctic,offline,substitute,she,secret,will excuse you [she] cried,Surely I will excuse you she cried,Surely I will excuse your secret,1.8,HQTV,Vietnamese,,,1,True,SH>S(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0075,l2arctic,offline,substitute,she,he,been a change [she] interrupted him,There has been a change she interrupted him,There has been a chance he interrupted him.,0.94,HQTV,Vietnamese,,,1,True,JH>S(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0039,l2arctic,offline,substitute,ship,sheep,the [ship] should be in,The ship should be in within a week or ten days,The sheep should be eaten within a week or 10 days.,0.22,BWC,Mandarin,,,1,True,IH1>IY(s),0.0,coincides_mispronunciation
l2arctic_EBVS_arctic_a0039,l2arctic,offline,substitute,ship,shift,the [ship] should be in,The ship should be in within a week or ten days,the shift should be in within a week or 10 days.,0.24,EBVS,Spanish,,,1,False,SH>CH(s),0.321,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0032,l2arctic,offline,substitute,since,seen,[since] then some mysterious,Since then some mysterious force has been fighting us at every step,seen then some mysterious folks has been fighting us at every step.,0.0,HQTV,Vietnamese,,,1,False,IH1>IY1(s),0.29,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0062,l2arctic,offline,substitute,stared,stay,the men [stared] into each other's,The men stared into each other's face,The men stay into each other phase.,0.4,HQTV,Vietnamese,,,1,True,EH1>AE1(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0063,l2arctic,offline,substitute,stranger,stronger,who asked a [stranger],Yes it was a man who asked a stranger,"Yes, it was a man who acts like stronger.",2.1,HQTV,Vietnamese,,,1,False,T>sil(d),0.17,asr_error_on_correct_speech
l2arctic_BWC_arctic_a0046,l2arctic,offline,substitute,sudden,shouted,eyes shining with [sudden] fear,The girl faced him her eyes shining with sudden fear,"The girl faced him, her eyes shining with shouted fear.",3.62,BWC,Mandarin,,,1,True,S>SH(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0053,l2arctic,offline,substitute,suddenly,shadowly,[suddenly] his fingers closed,Suddenly his fingers closed tightly over the handkerchief,"Shadowly, his fingers close tightly over the handkerchief.",0.0,BWC,Mandarin,,,1,False,N>sil(d),0.47,asr_error_on_correct_speech
l2arctic_HJK_arctic_a0007,l2arctic,offline,substitute,superlative,sperletive,it in the [superlative] degree,And you always want to see it in the superlative degree,And you always want to see it in the sperletive degree.,1.7,HJK,Korean,,,1,True,DH>D(s),0.0,coincides_mispronunciation
l2arctic_EBVS_arctic_a0067,l2arctic,offline,substitute,surely,thirdly,[surely] i will excuse,Surely I will excuse you she cried,"Thirdly, I will excuse you. She cried.",0.0,EBVS,Spanish,,,1,True,SH>S(s),0.0,coincides_mispronunciation
l2arctic_EBVS_arctic_a0036,l2arctic,offline,substitute,the,hotter,turned in at [the] hotel,She turned in at the hotel,she turned in a hotter.,1.4,EBVS,Spanish,,,1,True,AE1>AH(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0018,l2arctic,offline,substitute,there,this,[there] was a change,There was a change now,This was a change now.,0.0,HQTV,Vietnamese,,,1,True,DH>D(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0065,l2arctic,offline,substitute,they,stay,[they] closed now until,They closed now until his fingers were like cords of steel,Stay close now until his fingers were little cord of steel.,0.0,BWC,Mandarin,,,1,True,DH>D(s),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0003,l2arctic,offline,substitute,time,times,for the twentieth [time] that evening the,For the twentieth time that evening the two men shook hands,for the 20 times that evening the two men shook hands.,1.08,BWC,Mandarin,,,1,True,IH0>sil(d),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0051,l2arctic,offline,substitute,tinted,tiny,ivory color faintly [tinted] with yellow,The lace was of a delicate ivory color faintly tinted with yellow,"The legs will offer a delicate ivory color, friendly tiny with yellow",3.94,HQTV,Vietnamese,,,1,True,N>sil(d),0.0,coincides_mispronunciation
l2arctic_BWC_arctic_a0003,l2arctic,offline,substitute,twentieth,20,for the [twentieth] time that evening,For the twentieth time that evening the two men shook hands,for the 20 times that evening the two men shook hands.,0.52,BWC,Mandarin,,,1,False,DH>D(s),0.16,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0051,l2arctic,offline,substitute,was,will,the lace [was] of a delicate,The lace was of a delicate ivory color faintly tinted with yellow,"The legs will offer a delicate ivory color, friendly tiny with yellow",0.4,HQTV,Vietnamese,,,1,True,S>Z(s),0.0,coincides_mispronunciation
l2arctic_HQTV_arctic_a0071,l2arctic,offline,substitute,was,were,what [was] the object of,What was the object of your little sensation,What were the objects of your little sensation?,0.26,HQTV,Vietnamese,,,1,True,AH1>AO1(s),0.0,coincides_mispronunciation
l2arctic_ABA_arctic_a0022,l2arctic,offline,substitute,were,where,hardly [were] our plans made,Hardly were our plans made public before we were met by powerful opposition,Hardly where our plans made public before we were met by powerful opposition.,0.64,ABA,Arabic,,,1,False,R>err(s),0.28,asr_error_on_correct_speech
l2arctic_BWC_arctic_a0025,l2arctic,offline,substitute,when,one,to do this [when] cooler judgment prevailed,I was about to do this when cooler judgment prevailed,I was about to do this one cooler document previewed.,1.52,BWC,Mandarin,,,1,False,T>sil(d),0.67,asr_error_on_correct_speech
l2arctic_HQTV_arctic_a0067,l2arctic,offline,substitute,you,your,i will excuse [you] she cried,Surely I will excuse you she cried,Surely I will excuse your secret,1.3,HQTV,Vietnamese,,,1,True,Y>IY0(s),0.0,coincides_mispronunciation
