utt_id,dataset,speaker,accent,cefr,condition,mode,chunk_ms,left_ctx_ms,ref_text,hyp_text,duration_s,wer,cer,n_ref_words,substitutions,deletions,insertions,proc_time_s,rtf,mean_chunk_proc_s,algorithmic_latency_ms
l2arctic_HQTV_arctic_a0048,l2arctic,HQTV,Vietnamese,,stream_320ms,streaming,320.0,2000.0,He looked at the handkerchief more closely,Hello at the heck more close,2.98,0.5714285714285714,0.38095238095238093,7,3,1,0,1.6004,0.537,0.16,320.0
l2arctic_HQTV_arctic_a0051,l2arctic,HQTV,Vietnamese,,stream_320ms,streaming,320.0,2000.0,The lace was of a delicate ivory color faintly tinted with yellow,The Lace W - off I'm delicate. I've car. finish. lid. tiny with yeah,5.768,0.75,0.4153846153846154,12,8,0,1,4.9226,0.8534,0.2591,320.0
l2arctic_HQTV_arctic_a0052,l2arctic,HQTV,Vietnamese,,stream_320ms,streaming,320.0,2000.0,It was a curious coincidence,I will - curious cause,2.1,0.8,0.5,5,3,1,0,1.3077,0.6227,0.1868,320.0
l2arctic_HQTV_arctic_a0053,l2arctic,HQTV,Vietnamese,,stream_320ms,streaming,320.0,2000.0,Suddenly his fingers closed tightly over the handkerchief,Shut the lee his fingers closed t - over his face. the hang. of the sh -,3.91,1.25,0.543859649122807,8,3,0,7,2.5152,0.6433,0.1935,320.0
l2arctic_HQTV_arctic_a0054,l2arctic,HQTV,Vietnamese,,stream_320ms,streaming,320.0,2000.0,There was nothing on the rock,That's was nothing. on the ground. rock.,1.7,0.3333333333333333,0.3793103448275862,6,1,0,1,0.8992,0.5289,0.1499,320.0
l2arctic_HQTV_arctic_a0058,l2arctic,HQTV,Vietnamese,,stream_320ms,streaming,320.0,2000.0,I came for information more out of curiosity than anything else,I can't. for information more on of curiosity. than anything. else.,3.76,0.18181818181818182,0.07936507936507936,11,2,0,0,1.8886,0.5023,0.1574,320.0
l2arctic_HQTV_arctic_a0059,l2arctic,HQTV,Vietnamese,,stream_320ms,streaming,320.0,2000.0,His immaculate appearance was gone,His. a mi - appear - was gone.,2.88,0.6,0.38235294117647056,5,2,0,1,1.7557,0.6096,0.1951,320.0
l2arctic_HQTV_arctic_a0060,l2arctic,HQTV,Vietnamese,,stream_320ms,streaming,320.0,2000.0,Anyway no one saw her like that,and you no. one sh... her. like that.,2.614,0.42857142857142855,0.22580645161290322,7,2,0,1,1.4404,0.551,0.16,320.0
l2arctic_HQTV_arctic_a0062,l2arctic,HQTV,Vietnamese,,stream_320ms,streaming,320.0,2000.0,The men stared into each other's face,the man sta - into each other face.,2.2,0.42857142857142855,0.16216216216216217,7,3,0,0,1.0672,0.4851,0.1525,320.0
l2arctic_HQTV_arctic_a0063,l2arctic,HQTV,Vietnamese,,stream_320ms,streaming,320.0,2000.0,Yes it was a man who asked a stranger,Yes. it's... amazing. who had acts. a st -,2.7,0.7777777777777778,0.5135135135135135,9,6,1,0,1.4451,0.5352,0.1606,320.0
l2arctic_HQTV_arctic_a0064,l2arctic,HQTV,Vietnamese,,stream_320ms,streaming,320.0,2000.0,The fourth and fifth days passed without any developments,The f - and fifth. day days past. with the any developments.,4.4,0.5555555555555556,0.2807017543859649,9,3,0,2,2.6526,0.6029,0.1895,320.0
l2arctic_HQTV_arctic_a0065,l2arctic,HQTV,Vietnamese,,stream_320ms,streaming,320.0,2000.0,They closed now until his fingers were like cords of steel,the coast. now until hit. fi - was like cards of the steel.,3.988,0.6363636363636364,0.3275862068965517,11,6,0,1,2.2103,0.5542,0.17,320.0
l2arctic_HQTV_arctic_a0067,l2arctic,HQTV,Vietnamese,,stream_320ms,streaming,320.0,2000.0,Surely I will excuse you she cried,should i will will s - you seque - cry,2.59,0.7142857142857143,0.47058823529411764,7,4,0,1,1.4948,0.5771,0.1661,320.0
l2arctic_HQTV_arctic_a0071,l2arctic,HQTV,Vietnamese,,stream_320ms,streaming,320.0,2000.0,What was the object of your little sensation,was wo - option? of your li - sensation.,3.076,0.5,0.38636363636363635,8,3,1,0,1.6086,0.5229,0.1609,320.0
l2arctic_HQTV_arctic_a0073,l2arctic,HQTV,Vietnamese,,stream_320ms,streaming,320.0,2000.0,The promoter's eyes were heavy with little puffy bags under them,duh eyes... will have it with lead puffy be - under the,5.034,0.7272727272727273,0.46875,11,8,0,0,2.425,0.4818,0.1516,320.0
l2arctic_HQTV_arctic_a0075,l2arctic,HQTV,Vietnamese,,stream_320ms,streaming,320.0,2000.0,There has been a change she interrupted him,There has - been a chance to see you in Taran. him.,2.37,0.75,0.3953488372093023,8,3,0,3,1.271,0.5363,0.1589,320.0
l2arctic_HQTV_arctic_a0076,l2arctic,HQTV,Vietnamese,,stream_320ms,streaming,320.0,2000.0,The gray eyes faltered the flush deepened,"You're cr - eyes fall fonder, the flor - deepen.",3.16,0.8571428571428571,0.4878048780487805,7,5,0,1,1.9403,0.614,0.194,320.0
l2arctic_ABA_arctic_a0003,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,For the twentieth time that evening the two men shook hands,for the 20th. time. that evening the two men shook hands.,4.92,0.09090909090909091,0.11864406779661017,11,1,0,0,1.632,0.3317,0.204,640.0
l2arctic_ABA_arctic_a0005,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,Will we ever forget it,will we ever? forget? it?,2.39,0.0,0.0,5,0,0,0,0.768,0.3213,0.192,640.0
l2arctic_ABA_arctic_a0006,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,God bless 'em I hope I'll go on seeing them forever,God bless. them. I hope. I'll go on seeing them forever.,4.749,0.09090909090909091,0.04,11,1,0,0,1.4015,0.2951,0.1752,640.0
l2arctic_ABA_arctic_a0007,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,And you always want to see it in the superlative degree,and you always want to see it. in the superlative,4.98,0.09090909090909091,0.12727272727272726,11,0,1,0,1.2272,0.2464,0.1534,640.0
l2arctic_ABA_arctic_a0008,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,Gad your letter came just in time,Good. your le - came just - time.,3.16,0.42857142857142855,0.2727272727272727,7,2,1,0,0.7768,0.2458,0.1553,640.0
l2arctic_ABA_arctic_a0010,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,I'm playing a single hand in what looks like a losing game,I am playing a single hand in... looks like a loo - game.,3.877,0.3333333333333333,0.1896551724137931,12,2,1,1,1.1491,0.2964,0.1641,640.0
l2arctic_ABA_arctic_a0011,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,If I ever needed a fighter in my life I need one now,If I if needed a fighter. in my life I need one. now.,3.753,0.07692307692307693,0.07692307692307693,13,1,0,0,0.9857,0.2626,0.1643,640.0
l2arctic_ABA_arctic_a0013,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,He was a head shorter than his companion of almost delicate physique,He was a hit shorter than his car of all. delicate physics.,5.912,0.3333333333333333,0.25,12,4,0,0,1.5427,0.2609,0.1543,640.0
l2arctic_ABA_arctic_a0018,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,There was a change now,There was a change now.,1.397,0.0,0.0,5,0,0,0,0.4387,0.314,0.1462,640.0
l2arctic_ABA_arctic_a0019,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,I followed the line of the proposed railroad looking for chances,I folded the line. over the proposed railroad. looking for chances.,5.3,0.18181818181818182,0.09375,11,2,0,0,1.4085,0.2658,0.1565,640.0
l2arctic_ABA_arctic_a0020,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,Clubs and balls and cities grew to be only memories,clubs and pools. and cities. grow to be only m -,4.283,0.3,0.21568627450980393,10,3,0,0,1.0956,0.2558,0.1565,640.0
l2arctic_ABA_arctic_a0021,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,It fairly clubbed me into recognizing it,It's f - fairly cloud - me in reco - it.,3.825,0.7142857142857143,0.425,7,4,0,1,1.0332,0.2701,0.1722,640.0
l2arctic_ABA_arctic_a0022,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,Hardly were our plans made public before we were met by powerful opposition,Hardly where our plan meet. public before we wear met by power opposition.,7.16,0.38461538461538464,0.13333333333333333,13,5,0,0,2.4163,0.3375,0.2014,640.0
l2arctic_ABA_arctic_a0023,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,A combination of Canadian capital quickly organized and petitioned for the same privileges,Accompanies. Canadian... capital. quickly org - and pitiable. for the sea. privilege.,6.836,0.5384615384615384,0.28888888888888886,13,5,2,0,2.2083,0.323,0.2008,640.0
l2arctic_ABA_arctic_a0024,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,It was my reports from the north which chiefly induced people to buy,It was my reports from the north. which chively... induced people to buy.,5.54,0.07692307692307693,0.029411764705882353,13,1,0,0,1.4255,0.2573,0.1584,640.0
l2arctic_ABA_arctic_a0025,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,I was about to do this when cooler judgment prevailed,I was abou - to do this when cool judge prevails.,4.7,0.4,0.1509433962264151,10,4,0,0,1.2334,0.2624,0.1542,640.0
l2arctic_ABA_arctic_a0026,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,It occurred to me that there would have to be an accounting,It occured. me. that there would have to be an accounting.,4.462,0.16666666666666666,0.06779661016949153,12,1,1,0,1.0912,0.2445,0.1559,640.0
l2arctic_ABA_arctic_a0027,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,To my surprise he began to show actual enthusiasm in my favor,to my surprise he began to sh - actual in - in my face.,5.433,0.25,0.22950819672131148,12,3,0,0,1.4837,0.2731,0.1648,640.0
l2arctic_ABA_arctic_a0028,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,Robbery bribery fraud,Robbery. prypry. fraud,2.755,0.3333333333333333,0.19047619047619047,3,1,0,0,1.299,0.4715,0.2598,640.0
l2arctic_ABA_arctic_a0029,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,Their forces were already moving into the north country,therefore were already... into the north can,4.169,0.4444444444444444,0.2909090909090909,9,2,2,0,1.0675,0.2561,0.1525,640.0
l2arctic_ABA_arctic_a0030,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,I had faith in them,I had fi - in them.,1.473,0.2,0.15789473684210525,5,1,0,0,0.5351,0.3632,0.1784,640.0
l2arctic_ABA_arctic_a0031,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,They were three hundred yards apart,they will three yards apart.,3.257,0.3333333333333333,0.3142857142857143,6,1,1,0,1.182,0.3629,0.197,640.0
l2arctic_ABA_arctic_a0032,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,Since then some mysterious force has been fighting us at every step,Since... some my force has been fight us at every - step.,6.308,0.25,0.23880597014925373,12,2,1,0,1.998,0.3167,0.1998,640.0
l2arctic_ABA_arctic_a0036,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,She turned in at the hotel,She turned it in. at the hotel.,2.471,0.16666666666666666,0.11538461538461539,6,0,0,1,0.6104,0.247,0.1526,640.0
l2arctic_ABA_arctic_a0037,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,I was the only one who remained sitting,I was the one one. who remained. sitting.,2.817,0.125,0.05128205128205128,8,1,0,0,0.8206,0.2913,0.1641,640.0
l2arctic_ABA_arctic_a0038,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,We will have to watch our chances,we will have to watch our channel.,2.4,0.14285714285714285,0.06060606060606061,7,1,0,0,0.6295,0.2623,0.1574,640.0
l2arctic_ABA_arctic_a0039,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,The ship should be in within a week or ten days,The ship should be in whi - a week or ten days.,3.852,0.09090909090909091,0.06382978723404255,11,1,0,0,1.088,0.2824,0.1554,640.0
l2arctic_ABA_arctic_a0040,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,I suppose you wonder why she is coming up here,ice of both you would wonder. why she is coming up here.,3.63,0.4,0.30434782608695654,10,2,0,2,0.97,0.2672,0.1617,640.0
l2arctic_ABA_arctic_a0041,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,Meanwhile I'll go out to breathe a spell,Meanwhile I'll go out to breathe sperm.,2.88,0.25,0.1,8,1,1,0,0.805,0.2795,0.161,640.0
l2arctic_ABA_arctic_a0042,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,How could he explain his possession of the sketch,how could he explain his position of the sketch.,3.986,0.1111111111111111,0.08163265306122448,9,1,0,0,1.0488,0.2631,0.1498,640.0
l2arctic_ABA_arctic_a0045,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,He moved away as quietly as he had come,he moved out. as quietly. as he had. come.,3.172,0.1111111111111111,0.10256410256410256,9,1,0,0,0.7667,0.2417,0.1533,640.0
l2arctic_ABA_arctic_a0046,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,The girl faced him her eyes shining with sudden fear,the girl faced him. her eyes shy with sudden fear.,4.539,0.1,0.09615384615384616,10,1,0,0,1.2493,0.2753,0.1562,640.0
l2arctic_ABA_arctic_a0047,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,Close beside him gleamed the white fangs of the wolf dog,Close biz him. glaze. the white fangs of the wolf. dog.,5.069,0.18181818181818182,0.125,11,2,0,0,1.7347,0.3422,0.2168,640.0
l2arctic_ABA_arctic_a0048,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,He looked at the handkerchief more closely,Look at that the hand cushy. more closely.,3.869,0.7142857142857143,0.35714285714285715,7,4,0,1,1.7173,0.4438,0.2453,640.0
l2arctic_ABA_arctic_a0051,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,The lace was of a delicate ivory color faintly tinted with yellow,"the least was of... delicate a voric... scintillate, with it.",5.37,0.5833333333333334,0.4307692307692308,12,5,2,0,3.3224,0.6187,0.3691,640.0
l2arctic_ABA_arctic_a0052,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,It was a curious coincidence,It was a curious coincidence.,2.018,0.0,0.0,5,0,0,0,0.5759,0.2854,0.144,640.0
l2arctic_ABA_arctic_a0053,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,Suddenly his fingers closed tightly over the handkerchief,Suddenly his finger closed tightly. over the head. crochet.,3.917,0.375,0.14035087719298245,8,2,0,1,1.1126,0.284,0.1589,640.0
l2arctic_ABA_arctic_a0054,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,There was nothing on the rock,There was... on the rock.,1.989,0.16666666666666666,0.27586206896551724,6,0,1,0,0.6004,0.3019,0.1501,640.0
l2arctic_ABA_arctic_a0058,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,I came for information more out of curiosity than anything else,I came. for information more out. of curiosity. than in any other way. else.,5.245,0.36363636363636365,0.1746031746031746,11,1,0,3,1.4025,0.2674,0.1558,640.0
l2arctic_ABA_arctic_a0059,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,His immaculate appearance was gone,His immicul - a bi - was gone.,2.9,0.6,0.38235294117647056,5,2,0,1,0.7507,0.2588,0.1501,640.0
l2arctic_ABA_arctic_a0060,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,Anyway no one saw her like that,in a way. no one... saw here. like that.,2.75,0.5714285714285714,0.16129032258064516,7,2,0,2,0.8263,0.3005,0.1653,640.0
l2arctic_ABA_arctic_a0062,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,The men stared into each other's face,the main stared at it. each other. face.,2.882,0.5714285714285714,0.24324324324324326,7,3,0,1,0.7991,0.2773,0.1598,640.0
l2arctic_ABA_arctic_a0063,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,Yes it was a man who asked a stranger,Yes. it was a me - who asked for it. us to,3.048,0.5555555555555556,0.32432432432432434,9,3,0,2,0.8005,0.2626,0.1601,640.0
l2arctic_ABA_arctic_a0064,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,The fourth and fifth days passed without any developments,the fourth. and fifth. day. passed with any developments.,4.028,0.2222222222222222,0.07017543859649122,9,2,0,0,1.3463,0.3342,0.1923,640.0
l2arctic_ABA_arctic_a0065,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,They closed now until his fingers were like cords of steel,They closed. now on. his... were like cords of steel.,5.138,0.18181818181818182,0.20689655172413793,11,1,1,0,1.8268,0.3556,0.203,640.0
l2arctic_ABA_arctic_a0067,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,Surely I will excuse you she cried,surely I will ex - you she cried.,4.04,0.14285714285714285,0.11764705882352941,7,1,0,0,1.0827,0.268,0.1547,640.0
l2arctic_ABA_arctic_a0071,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,What was the object of your little sensation,What was the o - of your lit - sensation.,4.034,0.25,0.18181818181818182,8,2,0,0,1.0759,0.2667,0.1537,640.0
l2arctic_ABA_arctic_a0073,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,The promoter's eyes were heavy with little puffy bags under them,The Broom. are were hidden. with little puffy bugs. under them.,5.861,0.36363636363636365,0.25,11,4,0,0,1.7229,0.294,0.1723,640.0
l2arctic_ABA_arctic_a0075,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,There has been a change she interrupted him,There has been been a ch - she inte - him.,3.33,0.375,0.3488372093023256,8,2,0,1,0.9494,0.2851,0.1582,640.0
l2arctic_ABA_arctic_a0076,l2arctic,ABA,Arabic,,stream_640ms,streaming,640.0,2000.0,The gray eyes faltered the flush deepened,the great eyes... the flush deep in,4.103,0.5714285714285714,0.36585365853658536,7,2,1,1,1.1017,0.2685,0.1574,640.0
l2arctic_ASI_arctic_a0003,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,For the twentieth time that evening the two men shook hands,for the 20th. time. that evening. the two men shook hands.,3.719,0.09090909090909091,0.11864406779661017,11,1,0,0,0.9673,0.2601,0.1612,640.0
l2arctic_ASI_arctic_a0005,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,Will we ever forget it,Will we ever forget it?,1.422,0.0,0.0,5,0,0,0,0.4442,0.3122,0.148,640.0
l2arctic_ASI_arctic_a0006,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,God bless 'em I hope I'll go on seeing them forever,God bless. him. I hope I'll go. on seeing them forever.,3.379,0.09090909090909091,0.04,11,1,0,0,1.0296,0.3047,0.1716,640.0
l2arctic_ASI_arctic_a0007,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,And you always want to see it in the superlative degree,and you will also want to see. it in the superlative degree.,3.058,0.18181818181818182,0.10909090909090909,11,1,0,1,0.837,0.2738,0.1674,640.0
l2arctic_ASI_arctic_a0008,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,Gad your letter came just in time,God. your letter came just in - time.,2.302,0.14285714285714285,0.030303030303030304,7,1,0,0,0.6402,0.2781,0.16,640.0
l2arctic_ASI_arctic_a0010,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,I'm playing a single hand in what looks like a losing game,I'm playing a single hand. in what looks like a loo - game.,3.219,0.08333333333333333,0.06896551724137931,12,1,0,0,1.1826,0.3674,0.1971,640.0
l2arctic_ASI_arctic_a0011,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,If I ever needed a fighter in my life I need one now,If I ever - a fight in my life I need one now.,3.161,0.15384615384615385,0.17307692307692307,13,1,1,0,1.0835,0.3428,0.2167,640.0
l2arctic_ASI_arctic_a0013,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,He was a head shorter than his companion of almost delicate physique,He was a hedge - than his - companion. of almost delicate physics.,4.211,0.25,0.16176470588235295,12,2,1,0,1.2509,0.2971,0.1787,640.0
l2arctic_ASI_arctic_a0018,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,There was a change now,there was a now.,1.29,0.2,0.3181818181818182,5,0,1,0,0.4689,0.3635,0.1563,640.0
l2arctic_ASI_arctic_a0019,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,I followed the line of the proposed railroad looking for chances,I followed. the line of the proposed rate looking for chances.,3.88,0.09090909090909091,0.09375,11,1,0,0,1.0887,0.2806,0.1555,640.0
l2arctic_ASI_arctic_a0020,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,Clubs and balls and cities grew to be only memories,clubs and b - and city. grew to be. only memory.,3.608,0.3,0.19607843137254902,10,3,0,0,0.9727,0.2696,0.1621,640.0
l2arctic_ASI_arctic_a0021,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,It fairly clubbed me into recognizing it,it fairly. clogged me into recognizing it.,2.502,0.14285714285714285,0.075,7,1,0,0,0.6326,0.2529,0.1582,640.0
l2arctic_ASI_arctic_a0022,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,Hardly were our plans made public before we were met by powerful opposition,Hardly worth it. our plans made. public. before we were met by power opposites.,4.16,0.3076923076923077,0.16,13,3,0,1,1.1928,0.2867,0.1704,640.0
l2arctic_ASI_arctic_a0023,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,A combination of Canadian capital quickly organized and petitioned for the same privileges,a company of capital. quickly and petitioned for the same privileges.,5.31,0.23076923076923078,0.28888888888888886,13,1,2,0,1.4244,0.2683,0.1583,640.0
l2arctic_ASI_arctic_a0024,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,It was my reports from the north which chiefly induced people to buy,It was my re - from the north with Chief Lee in people to buy.,3.821,0.38461538461538464,0.22058823529411764,13,4,0,1,1.0185,0.2665,0.1697,640.0
l2arctic_ASI_arctic_a0025,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,I was about to do this when cooler judgment prevailed,I was about to do this when - cooler judgment prevails.,2.964,0.1,0.03773584905660377,10,1,0,0,0.8033,0.2711,0.1607,640.0
l2arctic_ASI_arctic_a0026,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,It occurred to me that there would have to be an accounting,It occurred. to me that there would have to be an accountant.,3.437,0.08333333333333333,0.03389830508474576,12,1,0,0,0.9528,0.2772,0.1588,640.0
l2arctic_ASI_arctic_a0027,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,To my surprise he began to show actual enthusiasm in my favor,to my subr - he began to show actual entor - in my favor.,4.04,0.16666666666666666,0.19672131147540983,12,2,0,0,1.3352,0.3305,0.1907,640.0
l2arctic_ASI_arctic_a0028,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,Robbery bribery fraud,Robert E. bribery. fraud,2.239,0.6666666666666666,0.19047619047619047,3,1,0,1,0.7801,0.3484,0.195,640.0
l2arctic_ASI_arctic_a0029,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,Their forces were already moving into the north country,their forces were already moving into the North.,2.999,0.1111111111111111,0.14545454545454545,9,0,1,0,1.0159,0.3387,0.2032,640.0
l2arctic_ASI_arctic_a0030,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,I had faith in them,I had fi - in them.,1.451,0.2,0.15789473684210525,5,1,0,0,0.5985,0.4124,0.1995,640.0
l2arctic_ASI_arctic_a0031,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,They were three hundred yards apart,They were three. yards. apart.,2.042,0.16666666666666666,0.22857142857142856,6,0,1,0,0.613,0.3002,0.1532,640.0
l2arctic_ASI_arctic_a0032,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,Since then some mysterious force has been fighting us at every step,"Since then, some mysti - force has been been fired us and every step.",4.229,0.3333333333333333,0.23880597014925373,12,3,0,1,1.7055,0.4033,0.2436,640.0
l2arctic_ASI_arctic_a0036,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,She turned in at the hotel,She turned. in at the hotel.,1.7,0.0,0.0,6,0,0,0,0.4456,0.2621,0.1485,640.0
l2arctic_ASI_arctic_a0037,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,I was the only one who remained sitting,I was the one one. who remained sitting.,2.523,0.125,0.05128205128205128,8,1,0,0,0.633,0.2509,0.1582,640.0
l2arctic_ASI_arctic_a0038,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,We'll have to watch our chances,We'll have to. watch our. chances.,2.031,0.0,0.0,6,0,0,0,0.6262,0.3083,0.1565,640.0
l2arctic_ASI_arctic_a0039,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,The ship should be in within a week or ten days,The ship should be in with a week. or 10 days.,2.742,0.18181818181818182,0.10638297872340426,11,2,0,0,0.7911,0.2885,0.1582,640.0
l2arctic_ASI_arctic_a0040,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,I suppose you wonder why she is coming up here,I suppose you - wonder why - she is coming - up here.,2.636,0.0,0.0,10,0,0,0,0.8328,0.3159,0.1666,640.0
l2arctic_ASI_arctic_a0041,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,Meanwhile I'll go out to breathe a spell,Meanwhile I'll go out. to breath a spell.,2.471,0.125,0.025,8,1,0,0,0.6383,0.2583,0.1596,640.0
l2arctic_ASI_arctic_a0042,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,How could he explain his possession of the sketch,How could he ex - his position? of the sketch?,2.581,0.2222222222222222,0.1836734693877551,9,2,0,0,0.7902,0.3061,0.158,640.0
l2arctic_ASI_arctic_a0045,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,He moved away as quietly as he had come,He moved away. as quite as he had. had come.,2.407,0.2222222222222222,0.1794871794871795,9,1,0,1,0.6948,0.2887,0.1737,640.0
l2arctic_ASI_arctic_a0046,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,The girl faced him her eyes shining with sudden fear,The girlfriend him. her eyes shined with sudden fear.,3.066,0.3,0.1346153846153846,10,2,1,0,0.8233,0.2685,0.1647,640.0
l2arctic_ASI_arctic_a0047,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,Close beside him gleamed the white fangs of the wolf dog,"Close Beside him, gleam. the f - fang of the wolf dog.",3.952,0.2727272727272727,0.14285714285714285,11,3,0,0,1.1859,0.3001,0.1694,640.0
l2arctic_ASI_arctic_a0048,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,He looked at the handkerchief more closely,He looked at the the handkerchief. more. closely.,2.731,0.14285714285714285,0.09523809523809523,7,0,0,1,1.1314,0.4143,0.2263,640.0
l2arctic_ASI_arctic_a0051,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,The lace was of a delicate ivory color faintly tinted with yellow,The lace was of a delic - ivory color. faintly tinted with yellow.,4.16,0.08333333333333333,0.046153846153846156,12,1,0,0,1.5124,0.3636,0.2161,640.0
l2arctic_ASI_arctic_a0052,l2arctic,ASI,Hindi,,stream_640ms,streaming,640.0,2000.0,It was a curious coincidence,It was a q co -,2.098,0.4,0.5714285714285714,5,2,0,0,0.679,0.3236,0.1698,640.0
