utt_id,dataset,condition,op,ref_word,hyp_word,ref_context,ref_sentence,hyp_sentence,approx_time_s,speaker,accent,why_category,annotator_notes,pattern_freq
l2arctic_HQTV_arctic_a0006,l2arctic,offline,substitute,seeing,see,i'll go on [seeing] them forever,God bless 'em I hope I'll go on seeing them forever,God bless them. I hope I go and see them forever.,2.36,HQTV,Vietnamese,accent_phoneme,auto-critical,1
l2arctic_BWC_arctic_a0040,l2arctic,offline,substitute,she,she's,you wonder why [she] is coming up,I suppose you wonder why she is coming up here,I suppose you wonder why she's coming up here.,1.8,BWC,Mandarin,model_lexical,auto-critical,1
l2arctic_HQTV_arctic_a0067,l2arctic,offline,substitute,she,secret,will excuse you [she] cried,Surely I will excuse you she cried,Surely I will excuse your secret,1.8,HQTV,Vietnamese,accent_phoneme,auto-critical,1
l2arctic_HQTV_arctic_a0075,l2arctic,offline,substitute,she,he,been a change [she] interrupted him,There has been a change she interrupted him,There has been a chance he interrupted him.,0.94,HQTV,Vietnamese,accent_phoneme,auto-critical,1
l2arctic_BWC_arctic_a0039,l2arctic,offline,substitute,ship,sheep,the [ship] should be in,The ship should be in within a week or ten days,The sheep should be eaten within a week or 10 days.,0.22,BWC,Mandarin,accent_phoneme,auto-critical,1
l2arctic_EBVS_arctic_a0039,l2arctic,offline,substitute,ship,shift,the [ship] should be in,The ship should be in within a week or ten days,the shift should be in within a week or 10 days.,0.24,EBVS,Spanish,model_lexical,auto-critical,1
l2arctic_HQTV_arctic_a0032,l2arctic,offline,substitute,since,seen,[since] then some mysterious,Since then some mysterious force has been fighting us at every step,seen then some mysterious folks has been fighting us at every step.,0.0,HQTV,Vietnamese,model_lexical,auto-critical,1
l2arctic_HQTV_arctic_a0062,l2arctic,offline,substitute,stared,stay,the men [stared] into each other's,The men stared into each other's face,The men stay into each other phase.,0.4,HQTV,Vietnamese,accent_phoneme,auto-critical,1
l2arctic_HQTV_arctic_a0063,l2arctic,offline,substitute,stranger,stronger,who asked a [stranger],Yes it was a man who asked a stranger,"Yes, it was a man who acts like stronger.",2.1,HQTV,Vietnamese,model_lexical,auto-critical,1
l2arctic_BWC_arctic_a0046,l2arctic,offline,substitute,sudden,shouted,eyes shining with [sudden] fear,The girl faced him her eyes shining with sudden fear,"The girl faced him, her eyes shining with shouted fear.",3.62,BWC,Mandarin,accent_phoneme,auto-critical,1
l2arctic_BWC_arctic_a0053,l2arctic,offline,substitute,suddenly,shadowly,[suddenly] his fingers closed,Suddenly his fingers closed tightly over the handkerchief,"Shadowly, his fingers close tightly over the handkerchief.",0.0,BWC,Mandarin,model_lexical,auto-critical,1
l2arctic_HJK_arctic_a0007,l2arctic,offline,substitute,superlative,sperletive,it in the [superlative] degree,And you always want to see it in the superlative degree,And you always want to see it in the sperletive degree.,1.7,HJK,Korean,accent_phoneme,auto-critical,1
l2arctic_EBVS_arctic_a0067,l2arctic,offline,substitute,surely,thirdly,[surely] i will excuse,Surely I will excuse you she cried,"Thirdly, I will excuse you. She cried.",0.0,EBVS,Spanish,accent_phoneme,auto-critical,1
l2arctic_EBVS_arctic_a0036,l2arctic,offline,substitute,the,hotter,turned in at [the] hotel,She turned in at the hotel,she turned in a hotter.,1.4,EBVS,Spanish,accent_phoneme,auto-critical,1
l2arctic_HQTV_arctic_a0018,l2arctic,offline,substitute,there,this,[there] was a change,There was a change now,This was a change now.,0.0,HQTV,Vietnamese,accent_phoneme,auto-critical,1
l2arctic_BWC_arctic_a0065,l2arctic,offline,substitute,they,stay,[they] closed now until,They closed now until his fingers were like cords of steel,Stay close now until his fingers were little cord of steel.,0.0,BWC,Mandarin,accent_phoneme,auto-critical,1
l2arctic_BWC_arctic_a0003,l2arctic,offline,substitute,time,times,for the twentieth [time] that evening the,For the twentieth time that evening the two men shook hands,for the 20 times that evening the two men shook hands.,1.08,BWC,Mandarin,accent_phoneme,auto-critical,1
l2arctic_HQTV_arctic_a0051,l2arctic,offline,substitute,tinted,tiny,ivory color faintly [tinted] with yellow,The lace was of a delicate ivory color faintly tinted with yellow,"The legs will offer a delicate ivory color, friendly tiny with yellow",3.94,HQTV,Vietnamese,accent_phoneme,auto-critical,1
l2arctic_BWC_arctic_a0003,l2arctic,offline,substitute,twentieth,20,for the [twentieth] time that evening,For the twentieth time that evening the two men shook hands,for the 20 times that evening the two men shook hands.,0.52,BWC,Mandarin,normalization,auto-critical,1
l2arctic_HQTV_arctic_a0051,l2arctic,offline,substitute,was,will,the lace [was] of a delicate,The lace was of a delicate ivory color faintly tinted with yellow,"The legs will offer a delicate ivory color, friendly tiny with yellow",0.4,HQTV,Vietnamese,accent_phoneme,auto-critical,1
l2arctic_HQTV_arctic_a0071,l2arctic,offline,substitute,was,were,what [was] the object of,What was the object of your little sensation,What were the objects of your little sensation?,0.26,HQTV,Vietnamese,accent_phoneme,auto-critical,1
l2arctic_ABA_arctic_a0022,l2arctic,offline,substitute,were,where,hardly [were] our plans made,Hardly were our plans made public before we were met by powerful opposition,Hardly where our plans made public before we were met by powerful opposition.,0.64,ABA,Arabic,model_lexical,auto-critical,1
l2arctic_BWC_arctic_a0025,l2arctic,offline,substitute,when,one,to do this [when] cooler judgment prevailed,I was about to do this when cooler judgment prevailed,I was about to do this one cooler document previewed.,1.52,BWC,Mandarin,model_lexical,auto-critical,1
l2arctic_HQTV_arctic_a0067,l2arctic,offline,substitute,you,your,i will excuse [you] she cried,Surely I will excuse you she cried,Surely I will excuse your secret,1.3,HQTV,Vietnamese,accent_phoneme,auto-critical,1
