utt_id,accent,cefr,ref,baseline_hyp,adapted_hyp,changed,wer_baseline,wer_adapted
l2arctic_NCC_arctic_a0026,Mandarin,,It occurred to me that there would have to be an accounting,it occurred to me that there would have to be an accounting,it occurred to me that there would have to be an accounting,False,0.0,0.0
l2arctic_NCC_arctic_a0027,Mandarin,,To my surprise he began to show actual enthusiasm in my favor,to my surprise he began to show actual enthusiasm in my favor,to my surprise he began to show actual enthusiasm in my favor,False,0.0,0.0
l2arctic_NCC_arctic_a0028,Mandarin,,Robbery bribery fraud,robbery bribery fraud,robbery bribery fraud,False,0.0,0.0
l2arctic_NCC_arctic_a0030,Mandarin,,I had faith in them,i had faith in them,i had faith in the,True,0.0,0.2
l2arctic_NCC_arctic_a0031,Mandarin,,They were three hundred yards apart,they were three hundred yards apart,they were three hundred yards apart,False,0.0,0.0
l2arctic_NCC_arctic_a0032,Mandarin,,Since then some mysterious force has been fighting us at every step,since then some mysterious force has been fighting us at every step,since then some mysterious force has been fighting us at every step,False,0.0,0.0
l2arctic_NCC_arctic_a0036,Mandarin,,She turned in at the hotel,she turned in at this hotel,she turned in at the hotel,True,0.16666666666666666,0.0
l2arctic_NCC_arctic_a0038,Mandarin,,We'll have to watch our chances,we'll have to watch our chances,we'll have to watch our chances,False,0.0,0.0
l2arctic_NCC_arctic_a0039,Mandarin,,The ship should be in within a week or ten days,the ship should be in within a week or ten days,the ship should be in within a week or ten days,False,0.0,0.0
l2arctic_NCC_arctic_a0040,Mandarin,,I suppose you wonder why she is coming up here,i suppose you wonder why she is coming up here,i suppose you wonder why she is coming up here,False,0.0,0.0
l2arctic_NCC_arctic_a0041,Mandarin,,Meanwhile I'll go out to breathe a spell,meanwhile i'll god to breath a spell,meanwhile i'll got to breath a spell,True,0.375,0.375
l2arctic_NCC_arctic_a0045,Mandarin,,He moved away as quietly as he had come,he moved away as quickly as he had come,he moved away as quickly as he had come,False,0.1111111111111111,0.1111111111111111
l2arctic_NCC_arctic_a0046,Mandarin,,The girl faced him her eyes shining with sudden fear,the girl faced him her eyes shining with sudden fear,the girl faced him her eyes shining with sudden fear,False,0.0,0.0
l2arctic_NCC_arctic_a0047,Mandarin,,Close beside him gleamed the white fangs of the wolf dog,close beside him gleamed the white fangs of the oof dog,close beside him gleamed the white fangs of the of dog,True,0.09090909090909091,0.09090909090909091
l2arctic_NCC_arctic_a0048,Mandarin,,He looked at the handkerchief more closely,he looked at the handkerchief more closely,he looked at the handkerchief more closely,False,0.0,0.0
l2arctic_NCC_arctic_a0051,Mandarin,,The lace was of a delicate ivory color faintly tinted with yellow,the lass was a delicate ivory color faintly tinked with yellow,the last was a delicate ivory color faintly tinked with yellow,True,0.25,0.25
l2arctic_NCC_arctic_a0052,Mandarin,,It was a curious coincidence,it was a curious coincidence,it was a curious coincidence,False,0.0,0.0
l2arctic_NCC_arctic_a0054,Mandarin,,There was nothing on the rock,there was nothing on the rock,there was nothing on the rock,False,0.0,0.0
l2arctic_NCC_arctic_a0059,Mandarin,,His immaculate appearance was gone,his immaculate appearance was gone,his immaculate appearance was gone,False,0.0,0.0
l2arctic_NCC_arctic_a0060,Mandarin,,Anyway no one saw her like that,anyway no one saw her like that,anyway no one saw her like that,False,0.0,0.0
l2arctic_NCC_arctic_a0062,Mandarin,,The men stared into each other's face,the men stared into each other's faces,the men stared into each other's faces,False,0.14285714285714285,0.14285714285714285
l2arctic_NCC_arctic_a0063,Mandarin,,Yes it was a man who asked a stranger,yes it was a man who asked a stranger,yes it was a man who asked a stranger,False,0.0,0.0
l2arctic_NCC_arctic_a0065,Mandarin,,They closed now until his fingers were like cords of steel,they closed now till his fingers were like cords of steel,they closed now till his fingers were like cords of steel,False,0.09090909090909091,0.09090909090909091
l2arctic_NCC_arctic_a0067,Mandarin,,Surely I will excuse you she cried,surely i will excuse you she cried,surely i will excuse you she cried,False,0.0,0.0
l2arctic_NCC_arctic_a0071,Mandarin,,What was the object of your little sensation,what was the object of your ltose sensation,what was the object of your tose sensation,True,0.125,0.125
l2arctic_NCC_arctic_a0073,Mandarin,,The promoter's eyes were heavy with little puffy bags under them,the promoters eyes were heavy with little puffy backs under them,the promoter's eyes were heavy with little puffy backs under them,True,0.18181818181818182,0.09090909090909091
l2arctic_NCC_arctic_a0075,Mandarin,,There has been a change she interrupted him,there has been a change she interrupted him,there has been a change she interrupted him,False,0.0,0.0
l2arctic_NJS_arctic_a0003,Spanish,,For the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,False,0.0,0.0
l2arctic_NJS_arctic_a0005,Spanish,,Will we ever forget it,will we ever forget it,will we ever forget it,False,0.0,0.0
l2arctic_NJS_arctic_a0006,Spanish,,God bless 'em I hope I'll go on seeing them forever,god bless em i hope i'll go on seeing them forever,god bless em i hope i'll go on seeing them for ever,True,0.0,0.18181818181818182
l2arctic_NJS_arctic_a0007,Spanish,,And you always want to see it in the superlative degree,and you always want to see it in the superlative degree,and you always want to see it in the superlative degree,False,0.0,0.0
l2arctic_NJS_arctic_a0011,Spanish,,If I ever needed a fighter in my life I need one now,if i ever needed a fighter in my life i need one now,if i ever needed a fighter in my life i need one now,False,0.0,0.0
l2arctic_NJS_arctic_a0013,Spanish,,He was a head shorter than his companion of almost delicate physique,he was a head shorter than his companion of almost delicate physique,he was a head shorter than his companion of almost delicate physique,False,0.0,0.0
l2arctic_NJS_arctic_a0018,Spanish,,There was a change now,there was a change now,there was a change now,False,0.0,0.0
l2arctic_NJS_arctic_a0019,Spanish,,I followed the line of the proposed railroad looking for chances,i followed the line of the proposed rad roll looking for chances,i followed the line of the proposed rate roll looking for chances,True,0.18181818181818182,0.18181818181818182
l2arctic_NJS_arctic_a0020,Spanish,,Clubs and balls and cities grew to be only memories,clubs and balls and cities grew to be only memories,clubs and walls and cities grew to be only memories,True,0.0,0.1
l2arctic_NJS_arctic_a0021,Spanish,,It fairly clubbed me into recognizing it,it fairly clopped me into recognizing it,it fairly clapped me into recognizing it,True,0.14285714285714285,0.14285714285714285
l2arctic_NJS_arctic_a0022,Spanish,,Hardly were our plans made public before we were met by powerful opposition,hardly were our plans made public before we were met by powerful opposition,hardly were our plans made public before we were met by powerful opposition,False,0.0,0.0
l2arctic_NJS_arctic_a0023,Spanish,,A combination of Canadian capital quickly organized and petitioned for the same privileges,a combination of canadian capital quickly organized and petitioned for the same privileges,a combination of canadian capital quickly organized and petitioned for the same privileges,False,0.0,0.0
l2arctic_NJS_arctic_a0024,Spanish,,It was my reports from the north which chiefly induced people to buy,it was my reports from the north which chiefly induced people to buy,it was my reports from the north which chiefly induced people to buy,False,0.0,0.0
l2arctic_NJS_arctic_a0025,Spanish,,I was about to do this when cooler judgment prevailed,i was about to do this when cooler judgment prevailed,i was about to do this when cooler judgment prevailed,False,0.0,0.0
l2arctic_NJS_arctic_a0026,Spanish,,It occurred to me that there would have to be an accounting,it occurred to me that there would have to be an accounting,it occurred to me that there would have to be an accounting,False,0.0,0.0
l2arctic_NJS_arctic_a0029,Spanish,,Their forces were already moving into the north country,their forces were already moving into the north country,their forces were already moving into the north country,False,0.0,0.0
l2arctic_NJS_arctic_a0031,Spanish,,They were three hundred yards apart,they were three hundred yards apart,they were three hundred yards apart,False,0.0,0.0
l2arctic_NJS_arctic_a0032,Spanish,,Since then some mysterious force has been fighting us at every step,since then some mysterious force has been fighting us at every step,since then some mysterious force has been fighting us at every step,False,0.0,0.0
l2arctic_NJS_arctic_a0036,Spanish,,She turned in at the hotel,she turned in at the hotel,she turned in at the hotel,False,0.0,0.0
l2arctic_NJS_arctic_a0038,Spanish,,We'll have to watch our chances,we'll have to watch our chances,we'll have to watch our chances,False,0.0,0.0
l2arctic_NJS_arctic_a0039,Spanish,,The ship should be in within a week or ten days,the ship should be in within a week or ten days,the ship should be in within a week or ten days,False,0.0,0.0
l2arctic_NJS_arctic_a0040,Spanish,,I suppose you wonder why she is coming up here,i suppose you wonder why she's coming up here,i suppose you wonder why she's coming up here,False,0.2,0.2
l2arctic_NJS_arctic_a0042,Spanish,,How could he explain his possession of the sketch,how could he explain his possession of the sketch,how could he explain his possession of the sketch,False,0.0,0.0
l2arctic_NJS_arctic_a0045,Spanish,,He moved away as quietly as he had come,he moved away as quietly as he had come,he moved away as quietly as he had come,False,0.0,0.0
l2arctic_NJS_arctic_a0046,Spanish,,The girl faced him her eyes shining with sudden fear,the girl faced him her eyes shining with sudden fear,the girl faced him her eyes shining with sudden fear,False,0.0,0.0
l2arctic_NJS_arctic_a0051,Spanish,,The lace was of a delicate ivory color faintly tinted with yellow,the lace was of delicate ivory color faintly tinted with yellow,the lace was of a delicate ivory color faintly tinted with yellow,True,0.08333333333333333,0.0
l2arctic_NJS_arctic_a0052,Spanish,,It was a curious coincidence,it was a curious coincidence,it was a curious coincidence,False,0.0,0.0
l2arctic_NJS_arctic_a0053,Spanish,,Suddenly his fingers closed tightly over the handkerchief,suddenly his fingers closed tightly over the handkerchief,suddenly his fingers closed tightly over the handkerchief,False,0.0,0.0
l2arctic_NJS_arctic_a0058,Spanish,,I came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,False,0.0,0.0
l2arctic_NJS_arctic_a0060,Spanish,,Anyway no one saw her like that,anyway no one saw her like that,anyway no one saw her like that,False,0.0,0.0
l2arctic_NJS_arctic_a0062,Spanish,,The men stared into each other's face,the men stared into each other's face,the men stared into each other's faces,True,0.0,0.14285714285714285
l2arctic_NJS_arctic_a0064,Spanish,,The fourth and fifth days passed without any developments,the fourth and fifth days passed without any developments,the fourth and fifth days passed without any developments,False,0.0,0.0
l2arctic_NJS_arctic_a0071,Spanish,,What was the object of your little sensation,what was the object of your little sensation,what was the object of your little sensation,False,0.0,0.0
l2arctic_NJS_arctic_a0073,Spanish,,The promoter's eyes were heavy with little puffy bags under them,the promoter's eyes were heavy with little puffy bags under them,the promoter's eyes were heavy with little puffy bags under them,False,0.0,0.0
l2arctic_NJS_arctic_a0075,Spanish,,There has been a change she interrupted him,there has been a change she interrupted him,there has been a change she interrupted him,False,0.0,0.0
l2arctic_NJS_arctic_a0076,Spanish,,The gray eyes faltered the flush deepened,the gray eyes faltered the flush deepened,the gray eyes faltered the flush deepened,False,0.0,0.0
l2arctic_PNV_arctic_a0003,Vietnamese,,For the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,False,0.0,0.0
l2arctic_PNV_arctic_a0005,Vietnamese,,Will we ever forget it,will we ever forget it,will we ever forget it,False,0.0,0.0
l2arctic_PNV_arctic_a0006,Vietnamese,,God bless 'em I hope I'll go on seeing them forever,god bless them i hope i'll go on seeing them forever,god bless them i hope i'll go on seeing them forever,False,0.09090909090909091,0.09090909090909091
l2arctic_PNV_arctic_a0007,Vietnamese,,And you always want to see it in the superlative degree,and you always want to see it in a supperative degree,and you always want to see it in a superative degree,True,0.18181818181818182,0.18181818181818182
l2arctic_PNV_arctic_a0010,Vietnamese,,I'm playing a single hand in what looks like a losing game,i'm playing a single hand in what looks like a losing game,i'm playing a single hand in what looks like a losing game,False,0.0,0.0
l2arctic_PNV_arctic_a0011,Vietnamese,,If I ever needed a fighter in my life I need one now,if i ever needed a fighter in my life i need one now,if i ever needed a fighter in my life i need one now,False,0.0,0.0
l2arctic_PNV_arctic_a0013,Vietnamese,,He was a head shorter than his companion of almost delicate physique,he was a head shorter than his companion of almost delicate physique,he was a head shorter than his companion of almost delicate physique,False,0.0,0.0
l2arctic_PNV_arctic_a0018,Vietnamese,,There was a change now,there was a change now,there was a change now,False,0.0,0.0
l2arctic_PNV_arctic_a0020,Vietnamese,,Clubs and balls and cities grew to be only memories,clubs and bones and cities grew to be only memories,clubs and bones and cities grew to be only memories,False,0.1,0.1
l2arctic_PNV_arctic_a0022,Vietnamese,,Hardly were our plans made public before we were met by powerful opposition,hagdly were our plans made public before we were met by powerful opposition,hardly were our plans made public before we were met by powerful opposition,True,0.07692307692307693,0.0
l2arctic_PNV_arctic_a0023,Vietnamese,,A combination of Canadian capital quickly organized and petitioned for the same privileges,a combination of canadian capitol quickly organized and petitioned for the same privileges,a combination of canadian capital quickly organized and petitioned for the same privileges,True,0.07692307692307693,0.0
l2arctic_PNV_arctic_a0024,Vietnamese,,It was my reports from the north which chiefly induced people to buy,it was my reports from the north which chiefly induced people to buy,it was my reports from the north which chiefly induced people to buy,False,0.0,0.0
l2arctic_PNV_arctic_a0026,Vietnamese,,It occurred to me that there would have to be an accounting,it occurred to me that there would have to be an accounting,it occurred to me that there would have to be an accounting,False,0.0,0.0
l2arctic_PNV_arctic_a0028,Vietnamese,,Robbery bribery fraud,brobbery bribery fraud,robbery bribery fraud,True,0.3333333333333333,0.0
l2arctic_PNV_arctic_a0029,Vietnamese,,Their forces were already moving into the north country,their forces were already moving into the north country,their forces were already moving into the north country,False,0.0,0.0
l2arctic_PNV_arctic_a0030,Vietnamese,,I had faith in them,i had faith in them,i had faith in them,False,0.0,0.0
l2arctic_PNV_arctic_a0031,Vietnamese,,They were three hundred yards apart,they were three hundred yards apart,they were three hundred yards apart,False,0.0,0.0
l2arctic_PNV_arctic_a0032,Vietnamese,,Since then some mysterious force has been fighting us at every step,since then some mysterious force has been fighting us at every step,since then some mysterious force has been fighting us at every step,False,0.0,0.0
l2arctic_PNV_arctic_a0036,Vietnamese,,She turned in at the hotel,she's turned in at the hotel,she's turned in at the hotel,False,0.16666666666666666,0.16666666666666666
l2arctic_PNV_arctic_a0037,Vietnamese,,I was the only one who remained sitting,i was the only one who remained sitting,i was the only one who remained sitting,False,0.0,0.0
l2arctic_PNV_arctic_a0038,Vietnamese,,We'll have to watch our chances,we have to watch our chances,we have to watch our chances,False,0.16666666666666666,0.16666666666666666
l2arctic_PNV_arctic_a0039,Vietnamese,,The ship should be in within a week or ten days,the sheep should be in within a week or ten days,the sheep should be in within a week or ten days,False,0.09090909090909091,0.09090909090909091
l2arctic_PNV_arctic_a0048,Vietnamese,,He looked at the handkerchief more closely,he looked at the handkerchief more closely,he looked at the handkerchief more closely,False,0.0,0.0
l2arctic_PNV_arctic_a0051,Vietnamese,,The lace was of a delicate ivory color faintly tinted with yellow,the lace was of a delicate ivony color faintly tinted with yellow,the lace was of a delicate ivony color faintly tinted with yellow,False,0.08333333333333333,0.08333333333333333
l2arctic_PNV_arctic_a0052,Vietnamese,,It was a curious coincidence,it was a curious coincidence,it was a curious coincidence,False,0.0,0.0
l2arctic_PNV_arctic_a0053,Vietnamese,,Suddenly his fingers closed tightly over the handkerchief,suddenly his fingers closed tightly over the handkerchief,suddenly his fingers closed tightly over the handkerchief,False,0.0,0.0
l2arctic_PNV_arctic_a0054,Vietnamese,,There was nothing on the rock,there was nothing on a rock,there was nothing on a rock,False,0.16666666666666666,0.16666666666666666
l2arctic_PNV_arctic_a0058,Vietnamese,,I came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,False,0.0,0.0
l2arctic_PNV_arctic_a0059,Vietnamese,,His immaculate appearance was gone,his immaculate appearance was gone,his immaculate appearance was gone,False,0.0,0.0
l2arctic_PNV_arctic_a0060,Vietnamese,,Anyway no one saw her like that,anyway no one saw her like that,anyway no one saw her like that,False,0.0,0.0
l2arctic_PNV_arctic_a0062,Vietnamese,,The men stared into each other's face,the men stared into each other's face,the men stared into each other's faces,True,0.0,0.14285714285714285
l2arctic_PNV_arctic_a0064,Vietnamese,,The fourth and fifth days passed without any developments,the fourth and fifth days passed without any developments,the fourth and fifth days passed without any developments,False,0.0,0.0
l2arctic_PNV_arctic_a0067,Vietnamese,,Surely I will excuse you she cried,surely i will excuse you she cried,surely i will excuse you she cried,False,0.0,0.0
l2arctic_PNV_arctic_a0071,Vietnamese,,What was the object of your little sensation,what was the object of your lido sensation,what was the object of your lido sensation,False,0.125,0.125
l2arctic_PNV_arctic_a0076,Vietnamese,,The gray eyes faltered the flush deepened,the gray eyes faltered the flush deepened,the gray eyes faltered the flush deepened,False,0.0,0.0
l2arctic_RRBI_arctic_a0003,Hindi,,For the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,False,0.0,0.0
l2arctic_RRBI_arctic_a0006,Hindi,,God bless 'em I hope I'll go on seeing them forever,god bless them i hope i will go on seeing them forever,god bless them i hope i will go on seeing them forever,False,0.2727272727272727,0.2727272727272727
l2arctic_RRBI_arctic_a0007,Hindi,,And you always want to see it in the superlative degree,and you always want to see it in the superlative degree,and you always want to see it in the superlative degree,False,0.0,0.0
l2arctic_RRBI_arctic_a0008,Hindi,,Gad your letter came just in time,glad your letter came just in time,glad your letter came just in time,False,0.14285714285714285,0.14285714285714285
l2arctic_RRBI_arctic_a0018,Hindi,,There was a change now,there was a change now,there was a change now,False,0.0,0.0
l2arctic_RRBI_arctic_a0020,Hindi,,Clubs and balls and cities grew to be only memories,clubs and balls and cities grew to be only memories,clubs and balls and cities grew to be only memories,False,0.0,0.0
l2arctic_RRBI_arctic_a0021,Hindi,,It fairly clubbed me into recognizing it,it fairly clubbed me into recognizing it,it fairly clubbed me into recognizing it,False,0.0,0.0
l2arctic_RRBI_arctic_a0022,Hindi,,Hardly were our plans made public before we were met by powerful opposition,hardly were our plans made public before we were met by powerful opposition,hardly were our plans made public before we were met by powerful opposition,False,0.0,0.0
l2arctic_RRBI_arctic_a0024,Hindi,,It was my reports from the north which chiefly induced people to buy,it was my reports from the north which chiefly induced people to buy,it was my reports from the north which chiefly induced people to buy,False,0.0,0.0
l2arctic_RRBI_arctic_a0026,Hindi,,It occurred to me that there would have to be an accounting,it occurred to me that there would have to be an accounting,it occurred to me that there would have to be an accounting,False,0.0,0.0
l2arctic_RRBI_arctic_a0028,Hindi,,Robbery bribery fraud,robbery bribery fraud,robbery bribery fraud,False,0.0,0.0
l2arctic_RRBI_arctic_a0030,Hindi,,I had faith in them,i had faith in them,i had faith in them,False,0.0,0.0
l2arctic_RRBI_arctic_a0038,Hindi,,We will have to watch our chances,we will have to watch our chances,we will have to watch our chances,False,0.0,0.0
l2arctic_RRBI_arctic_a0039,Hindi,,The ship should be in within a week or ten days,this ship should be in within a week or ten days,this ship should be in within a week or ten days,False,0.09090909090909091,0.09090909090909091
l2arctic_RRBI_arctic_a0040,Hindi,,I suppose you wonder why she is coming up here,i suppose you wonder why she is coming up here,i suppose you wonder why she is coming up here,False,0.0,0.0
l2arctic_RRBI_arctic_a0041,Hindi,,Meanwhile I'll go out to breathe a spell,meanwhile i'll go out to breathe a spell,meanwhile i'll go out to breathe a spell,False,0.0,0.0
l2arctic_RRBI_arctic_a0045,Hindi,,He moved away as quietly as he had come,he moved away as quietly as he had come,he moved away as quietly as he had come,False,0.0,0.0
l2arctic_RRBI_arctic_a0047,Hindi,,Close beside him gleamed the white fangs of the wolf dog,close beside him gleamed the white fangs of the wolf dog,close beside him gleamed the white fangs of the wolf dog,False,0.0,0.0
l2arctic_RRBI_arctic_a0048,Hindi,,He looked at the handkerchief more closely,he looked at the handkerchief more closely,he looked at the handkerchief more closely,False,0.0,0.0
l2arctic_RRBI_arctic_a0051,Hindi,,The lace was of a delicate ivory color faintly tinted with yellow,the lace was of a delicate ivory color faintly tinted with yellow,the lace was of a delicate ivory color faintly tinted with yellow,False,0.0,0.0
l2arctic_RRBI_arctic_a0052,Hindi,,It was a curious coincidence,it was a curious coincidence,it was a curious coincidence,False,0.0,0.0
l2arctic_RRBI_arctic_a0058,Hindi,,I came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,False,0.0,0.0
l2arctic_RRBI_arctic_a0060,Hindi,,Anyway no one saw her like that,anyway no one saw her like that,anyway no one saw her like that,False,0.0,0.0
l2arctic_RRBI_arctic_a0062,Hindi,,The men stared into each other's face,the men stared into each other's face,the men stared into each other's faces,True,0.0,0.14285714285714285
l2arctic_RRBI_arctic_a0063,Hindi,,Yes it was a man who asked a stranger,yes it was a man who asked a stranger,yes it was a man who asked a stranger,False,0.0,0.0
l2arctic_RRBI_arctic_a0064,Hindi,,The fourth and fifth days passed without any developments,the fourth and fifth days passed without any developments,the fourth and fifth days passed without any developments,False,0.0,0.0
l2arctic_RRBI_arctic_a0067,Hindi,,Surely I will excuse you she cried,surely i will excuse you she cried,surely i will excuse you she cried,False,0.0,0.0
l2arctic_RRBI_arctic_a0073,Hindi,,The promoter's eyes were heavy with little puffy bags under them,the prompter's eyes were heavy with little puffy bags under them,the prompter's eyes were heavy with little puffy bags under them,False,0.09090909090909091,0.09090909090909091
l2arctic_RRBI_arctic_a0076,Hindi,,The gray eyes faltered the flush deepened,the gray eyes faltered the flush deepened,the gray eyes faltered the flush deepened,False,0.0,0.0
l2arctic_SKA_arctic_a0003,Arabic,,For the twentieth time that evening the two men shook hands,for the twenteenth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,True,0.09090909090909091,0.0
l2arctic_SKA_arctic_a0005,Arabic,,Will we ever forget it,when we ever forget it,when we ever forget it,False,0.2,0.2
l2arctic_SKA_arctic_a0006,Arabic,,God bless 'em I hope Iwill go on seeing them forever,god bless hem i hope i will go on seeing them forever,god bless them i hope i will go on seeing them forever,True,0.2727272727272727,0.2727272727272727
l2arctic_SKA_arctic_a0010,Arabic,,I'm playing a single hand in what looks like a losing game,i'm playing a single hand in what looks like a losing a game,i'm playing a single hand in what looks like a losing game,True,0.08333333333333333,0.0
l2arctic_SKA_arctic_a0011,Arabic,,If I ever needed a fighter in my life I need one now,if i ever needed a fighter in my life i need one now,if i ever needed a fighter in my life i need one now,False,0.0,0.0
l2arctic_SKA_arctic_a0013,Arabic,,He was a head shorter than his companion of almost delicate physique,he was a head shorter than his companion of almost agiticate physique,he was a head shorter than his companion of almost agilicate physique,True,0.08333333333333333,0.08333333333333333
l2arctic_SKA_arctic_a0018,Arabic,,There was a change now,there was a change now,there was a change now,False,0.0,0.0
l2arctic_SKA_arctic_a0019,Arabic,,I followed the line of the proposed railroad looking for chances,i followed the line of the burbosal realod looking for chances,i followed the line of the burbosal reload looking for chances,True,0.18181818181818182,0.18181818181818182
l2arctic_SKA_arctic_a0020,Arabic,,Clubs and balls and cities grew to be only memories,clubs and balls and cities grow to be only memories,clubs and balls and cities grow to be only memories,False,0.1,0.1
l2arctic_SKA_arctic_a0021,Arabic,,It fairly clubbed me into recognizing it,it freely clubbed me into recognizing it,it freely clubbed me into recognizing it,False,0.14285714285714285,0.14285714285714285
l2arctic_SKA_arctic_a0022,Arabic,,Hardly were our plans made public before we were met by powerful opposition,hardly were our planes made public before we were met by powerful opposition,hardly were our plans made public before we were met by powerful opposition,True,0.07692307692307693,0.0
l2arctic_SKA_arctic_a0024,Arabic,,It was my reports from the north which chiefly induced people to buy,it was my reportes from the north which it chiefly induced people to buy,it was my reports from the north which it chiefly induced people to buy,True,0.15384615384615385,0.07692307692307693
l2arctic_SKA_arctic_a0025,Arabic,,I was about to do this when cooler judgment prevailed,i was about to do this when colored judgment prevailed,i was about to do this when colored judgment prevailed,False,0.1,0.1
l2arctic_SKA_arctic_a0028,Arabic,,Robbery bribery fraud,robbery brably fraud,robbery bably fraud,True,0.3333333333333333,0.3333333333333333
l2arctic_SKA_arctic_a0030,Arabic,,I had faith in them,i had faith in them,i had faith in them,False,0.0,0.0
l2arctic_SKA_arctic_a0031,Arabic,,They were three hundred yards apart,they were three hundred yards apart,they were three hundred yards apart,False,0.0,0.0
l2arctic_SKA_arctic_a0037,Arabic,,I was the only one who remained sitting,i all was the only one who remained a sitting,i all was the only one who remained a sitting,False,0.25,0.25
l2arctic_SKA_arctic_a0038,Arabic,,We'll have to watch our chances,we'll have to watch our chances,we'll have to watch our chances,False,0.0,0.0
l2arctic_SKA_arctic_a0039,Arabic,,The ship should be in within a week or ten days,the ships would be in within a week or ten days,the ship would be in within a week or ten days,True,0.18181818181818182,0.09090909090909091
l2arctic_SKA_arctic_a0040,Arabic,,I suppose you wonder why she is coming up here,i suppose you wonder why she is coming up here,i suppose you wonder why she is coming up here,False,0.0,0.0
l2arctic_SKA_arctic_a0041,Arabic,,Meanwhile I'll go out to breathe a spell,meanwhile i'll go out to breeze a spell,meanwhile i'll go out to breeze a spell,False,0.125,0.125
l2arctic_SKA_arctic_a0042,Arabic,,How could he explain his possession of the sketch,how could he explain his position of te stich,how could he explain his position of the stich,True,0.3333333333333333,0.2222222222222222
l2arctic_SKA_arctic_a0048,Arabic,,He looked at the handkerchief more closely,he looked at the handkerchief more closely,he looked at the handkerchief more closely,False,0.0,0.0
l2arctic_SKA_arctic_a0051,Arabic,,The lace was of a delicate ivory color faintly tinted with yellow,the lace was of a delicate ivory colored fitly intended with yellow,the lace was of a delicate ivory colored fitly intended with yellow,False,0.25,0.25
l2arctic_SKA_arctic_a0054,Arabic,,There was nothing on the rock,there was nothing on the rock,there was nothing on the rock,False,0.0,0.0
l2arctic_SKA_arctic_a0058,Arabic,,I came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,False,0.0,0.0
l2arctic_SKA_arctic_a0059,Arabic,,His immaculate appearance was gone,his immaculate appearance was gone,his immaculate appearance was gone,False,0.0,0.0
l2arctic_SKA_arctic_a0062,Arabic,,The men stared into each other's face,the men started into each other's face,the men started into each other's faces,True,0.14285714285714285,0.2857142857142857
l2arctic_SKA_arctic_a0063,Arabic,,Yes it was a man who asked a stranger,yes it was a man who asked a stranger,yes it was a man who asked a stranger,False,0.0,0.0
l2arctic_SKA_arctic_a0064,Arabic,,The fourth and fifth days passed without any developments,the fourth and the fifthy days passed without any developments,the fourth and the fifty days passed without any developments,True,0.2222222222222222,0.2222222222222222
l2arctic_SKA_arctic_a0067,Arabic,,Surely I will excuse you she cried,surely i will excuse you she cried,surely i will excuse you she cried,False,0.0,0.0
l2arctic_SKA_arctic_a0071,Arabic,,What was the object of your little sensation,what was the object of your little sensation,what was the object of your little sensation,False,0.0,0.0
l2arctic_SKA_arctic_a0075,Arabic,,There has been a change she interrupted him,there has been a change she interrupted him,there has been a change she interrupted him,False,0.0,0.0
l2arctic_SKA_arctic_a0076,Arabic,,The gray eyes faltered the flush deepened,the gray eyes faltered the flash deepened,the gray eyes faltered the flash deepened,False,0.14285714285714285,0.14285714285714285
l2arctic_SVBI_arctic_a0003,Hindi,,For the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,False,0.0,0.0
l2arctic_SVBI_arctic_a0008,Hindi,,Gad your letter came just in time,gad your letter came just in time,gard your letter came just in time,True,0.0,0.14285714285714285
l2arctic_SVBI_arctic_a0010,Hindi,,I'm playing a single hand in what looks like a losing game,i'm playing a single hand in what looks like a losing game,iam playing a single hand in what looks like a losing game,True,0.0,0.08333333333333333
l2arctic_SVBI_arctic_a0011,Hindi,,If I ever needed a fighter in my life I need one now,if i ever needed a fighter in my life i need one now,if i ever needed a fighter in my life i need one now,False,0.0,0.0
l2arctic_SVBI_arctic_a0013,Hindi,,He was a head shorter than his companion of almost delicate physique,he was a head shorter than his companion of almost delicate physique,he was a head shorter than his companion of almost delicate physique,False,0.0,0.0
l2arctic_SVBI_arctic_a0020,Hindi,,Clubs and balls and cities grew to be only memories,clubs and balls and cities grew to be only memories,clubs and balls and cities grew to be only memories,False,0.0,0.0
l2arctic_SVBI_arctic_a0021,Hindi,,It fairly clubbed me into recognizing it,it fairly clubbed me into recognizing it,it fairly clubbed me into recognizing it,False,0.0,0.0
l2arctic_SVBI_arctic_a0022,Hindi,,Hardly were our plans made public before we were met by powerful opposition,hardly were our plans made public before we were met by powerful opposition,hardly were our plans made public before we were met by powerful opposition,False,0.0,0.0
